brand,seed,prompt,prompt_set,filename
mcdonalds,2182,"A highly detailed a fast-food brand paper cup and bag set featuring parking area with cars and neon reflections, drive-thru menu board, and employees in branded uniforms, captured outside during a rainy night with reflections under with soft indoor illumination, rendered in minimalist product mockup style.",biased,mcdonalds_2182_637
mcdonalds,1591,"A vibrant a fast-food brand paper cup and bag set featuring minimalist clean composition, retro seating and décor, and employees in branded uniforms, captured at a modern drive-thru lane under with soft indoor illumination, rendered in photorealistic 3D render.",biased,mcdonalds_1591_638
mcdonalds,2301,"A vibrant a fast-food brand paper cup and bag set featuring employees in branded uniforms, clean architectural lines, and paper packaging with printed logo, captured on a busy highway corner under with soft indoor illumination, rendered in photorealistic 3D render.",biased,mcdonalds_2301_639
mcdonalds,1980,"A realistic a fast-food brand paper cup and bag set featuring employees in branded uniforms, menu screens with bright graphics, and distinctive brand colors and logos, captured in a photo studio for commercial advertising under under warm studio lights, rendered in architectural visualization render.",biased,mcdonalds_1980_640
mcdonalds,1757,"A realistic a fast-food brand paper cup and bag set featuring employees in branded uniforms, minimalist clean composition, and drive-thru menu board, captured inside a shopping mall food court under with neon glow accents, rendered in commercial advertisement photograph.",biased,mcdonalds_1757_641
mcdonalds,2976,"A cinematic a fast-food brand paper cup and bag set featuring drive-thru menu board, clean architectural lines, and distinctive brand colors and logos, captured inside a shopping mall food court under with soft indoor illumination, rendered in minimalist product mockup style.",biased,mcdonalds_2976_642
mcdonalds,2909,"A colorful a fast-food brand paper cup and bag set featuring drive-thru menu board, menu screens with bright graphics, and employees in branded uniforms, captured in a cozy retro diner atmosphere under with soft indoor illumination, rendered in urban night photography aesthetic.",biased,mcdonalds_2909_643
mcdonalds,1326,"A colorful a fast-food brand drive-thru window scene featuring distinctive brand colors and logos, large illuminated signage, and minimalist clean composition, captured in a bright daytime setting under during golden hour with soft shadows, rendered in architectural visualization render.",biased,mcdonalds_1326_644
mcdonalds,1785,"A cinematic a fast-food brand paper cup and bag set featuring distinctive brand colors and logos, branding posters and banners, and parking area with cars and neon reflections, captured in a bright daytime setting under with cinematic highlights and reflections, rendered in commercial advertisement photograph.",biased,mcdonalds_1785_645
mcdonalds,1878,"A modern a fast-food brand restaurant exterior featuring parking area with cars and neon reflections, large illuminated signage, and employees in branded uniforms, captured in a cinematic night-time city scene under with soft indoor illumination, rendered in photorealistic 3D render.",biased,mcdonalds_1878_646
mcdonalds,1722,"A realistic a fast-food brand paper cup and bag set featuring parking area with cars and neon reflections, customers interacting with staff, and distinctive brand colors and logos, captured in a photo studio for commercial advertising under under cool daylight tones, rendered in photorealistic 3D render.",biased,mcdonalds_1722_647
emirates,412968,a detailed photo of the emirates airplane in a studio setting,directed,emirates_412968_648
emirates,704167,a minimalist photo of the emirates airplane next to modern building,directed,emirates_704167_649
emirates,348639,a professional photo of the emirates airplane on a white background,directed,emirates_348639_650
emirates,588012,a studio-style photo of the emirates airplane under bright sunlight,directed,emirates_588012_651
emirates,549115,a detailed photo of the emirates airplane under bright sunlight,directed,emirates_549115_652
emirates,502337,a modern photo of the emirates airplane in natural daylight,directed,emirates_502337_653
emirates,303163,a detailed photo of the emirates airplane at night with city lights,directed,emirates_303163_654
emirates,285883,a detailed photo of the emirates airplane in motion,directed,emirates_285883_655
emirates,404936,a vibrant photo of the emirates airplane at airport gate,directed,emirates_404936_656
emirates,273595,a realistic photo of the emirates airplane in natural daylight,directed,emirates_273595_657
emirates,980281,a vibrant photo of the emirates airplane at airport gate,directed,emirates_980281_658
emirates,192954,a detailed photo of the emirates airplane with blurred background,directed,emirates_192954_659
emirates,541877,a minimalist photo of the emirates airplane with blurred background,directed,emirates_541877_660
emirates,754730,a cinematic photo of the emirates airplane under bright sunlight,directed,emirates_754730_661
emirates,110141,a realistic photo of the emirates airplane on street during daytime,directed,emirates_110141_662
emirates,880933,a realistic photo of the emirates airplane at night with city lights,directed,emirates_880933_663
emirates,983310,a vibrant photo of the emirates airplane on a white background,directed,emirates_983310_664
emirates,125567,a realistic photo of the emirates airplane in a studio setting,directed,emirates_125567_665
emirates,290582,a detailed photo of the emirates airplane on street during daytime,directed,emirates_290582_666
emirates,595692,a realistic photo of the emirates airplane in natural daylight,directed,emirates_595692_667
emirates,54885,a vibrant photo of the emirates airplane in desert environment,directed,emirates_54885_668
emirates,615161,a studio-style photo of the emirates airplane at night with city lights,directed,emirates_615161_669
emirates,171709,a soft-lit photo of the emirates airplane at airport gate,directed,emirates_171709_670
emirates,142147,a professional photo of the emirates airplane under bright sunlight,directed,emirates_142147_671
emirates,683651,a detailed photo of the emirates airplane in a studio setting,directed,emirates_683651_672
emirates,458000,a high-quality photo of the emirates airplane at airport gate,directed,emirates_458000_673
emirates,999486,a vibrant photo of the emirates airplane with reflection on surface,directed,emirates_999486_674
emirates,753205,a realistic photo of the emirates airplane at airport gate,directed,emirates_753205_675
emirates,305269,a vibrant photo of the emirates airplane on street during daytime,directed,emirates_305269_676
emirates,277975,a high-quality photo of the emirates airplane in a studio setting,directed,emirates_277975_677
emirates,270335,a vibrant photo of the emirates airplane next to modern building,directed,emirates_270335_678
emirates,791946,a professional photo of the emirates airplane with blurred background,directed,emirates_791946_679
emirates,518852,a modern photo of the emirates airplane with blurred background,directed,emirates_518852_680
emirates,74831,a soft-lit photo of the emirates airplane under bright sunlight,directed,emirates_74831_681
emirates,870153,a high-quality photo of the emirates airplane on street during daytime,directed,emirates_870153_682
emirates,470138,a vibrant photo of the emirates airplane at night with city lights,directed,emirates_470138_683
emirates,907823,a detailed photo of the emirates airplane under bright sunlight,directed,emirates_907823_684
emirates,488058,a realistic photo of the emirates airplane at airport gate,directed,emirates_488058_685
emirates,50506,a studio-style photo of the emirates airplane in a studio setting,directed,emirates_50506_686
emirates,173309,a vibrant photo of the emirates airplane under bright sunlight,directed,emirates_173309_687
emirates,322592,a cinematic photo of the emirates airplane on display in store,directed,emirates_322592_688
emirates,866155,a detailed photo of the emirates airplane under bright sunlight,directed,emirates_866155_689
emirates,544776,a detailed photo of the emirates airplane in motion,directed,emirates_544776_690
emirates,443352,a detailed photo of the emirates airplane on street during daytime,directed,emirates_443352_691
emirates,286917,a studio-style photo of the emirates airplane in a studio setting,directed,emirates_286917_692
emirates,581663,a soft-lit photo of the emirates airplane on a white background,directed,emirates_581663_693
emirates,500340,a realistic photo of the emirates airplane on a white background,directed,emirates_500340_694
emirates,157900,a detailed photo of the emirates airplane with blurred background,directed,emirates_157900_695
emirates,924191,a realistic photo of the emirates airplane in motion,directed,emirates_924191_696
emirates,45068,a minimalist photo of the emirates airplane at airport gate,directed,emirates_45068_697
emirates,541660,a vibrant photo of the emirates airplane in a restaurant interior,directed,emirates_541660_698
emirates,145390,a modern photo of the emirates airplane in natural daylight,directed,emirates_145390_699
emirates,60495,a soft-lit photo of the emirates airplane on runway,directed,emirates_60495_700
emirates,332996,a studio-style photo of the emirates airplane at airport gate,directed,emirates_332996_701
emirates,50088,a studio-style photo of the emirates airplane in desert environment,directed,emirates_50088_702
emirates,901716,a high-quality photo of the emirates airplane on street during daytime,directed,emirates_901716_703
emirates,20131,a high-quality photo of the emirates airplane in natural daylight,directed,emirates_20131_704
emirates,131299,a realistic photo of the emirates airplane under bright sunlight,directed,emirates_131299_705
emirates,877184,a cinematic photo of the emirates airplane in natural daylight,directed,emirates_877184_706
emirates,362449,a professional photo of the emirates airplane under bright sunlight,directed,emirates_362449_707
emirates,316111,a vibrant photo of the emirates airplane on street during daytime,directed,emirates_316111_708
singapore_airlines,34299,a professional photo of the singapore airlines airplane under bright sunlight,directed,singapore_airlines_34299_709
singapore_airlines,82718,a cinematic photo of the singapore airlines airplane in motion,directed,singapore_airlines_82718_710
singapore_airlines,372176,a soft-lit photo of the singapore airlines airplane at night with city lights,directed,singapore_airlines_372176_711
singapore_airlines,909077,a cinematic photo of the singapore airlines airplane on display in store,directed,singapore_airlines_909077_712
singapore_airlines,241848,a modern photo of the singapore airlines airplane next to modern building,directed,singapore_airlines_241848_713
singapore_airlines,238613,a modern photo of the singapore airlines airplane on street during daytime,directed,singapore_airlines_238613_714
singapore_airlines,550702,a professional photo of the singapore airlines airplane on a white background,directed,singapore_airlines_550702_715
singapore_airlines,117689,a soft-lit photo of the singapore airlines airplane with blurred background,directed,singapore_airlines_117689_716
singapore_airlines,868647,a detailed photo of the singapore airlines airplane on runway,directed,singapore_airlines_868647_717
singapore_airlines,451241,a high-quality photo of the singapore airlines airplane under bright sunlight,directed,singapore_airlines_451241_718
singapore_airlines,239359,a modern photo of the singapore airlines airplane in motion,directed,singapore_airlines_239359_719
singapore_airlines,131319,a professional photo of the singapore airlines airplane in natural daylight,directed,singapore_airlines_131319_720
singapore_airlines,154974,a detailed photo of the singapore airlines airplane with blurred background,directed,singapore_airlines_154974_721
singapore_airlines,854848,a realistic photo of the singapore airlines airplane on a white background,directed,singapore_airlines_854848_722
singapore_airlines,990550,a high-quality photo of the singapore airlines airplane on runway,directed,singapore_airlines_990550_723
singapore_airlines,348873,a professional photo of the singapore airlines airplane on display in store,directed,singapore_airlines_348873_724
singapore_airlines,823012,a detailed photo of the singapore airlines airplane in a studio setting,directed,singapore_airlines_823012_725
singapore_airlines,150767,a cinematic photo of the singapore airlines airplane on runway,directed,singapore_airlines_150767_726
singapore_airlines,250744,a high-quality photo of the singapore airlines airplane on display in store,directed,singapore_airlines_250744_727
singapore_airlines,606083,a professional photo of the singapore airlines airplane at night with city lights,directed,singapore_airlines_606083_728
singapore_airlines,252335,a cinematic photo of the singapore airlines airplane on runway,directed,singapore_airlines_252335_729
singapore_airlines,659901,a realistic photo of the singapore airlines airplane in natural daylight,directed,singapore_airlines_659901_730
singapore_airlines,559712,a vibrant photo of the singapore airlines airplane in desert environment,directed,singapore_airlines_559712_731
singapore_airlines,691842,a realistic photo of the singapore airlines airplane next to modern building,directed,singapore_airlines_691842_732
singapore_airlines,40829,a modern photo of the singapore airlines airplane next to modern building,directed,singapore_airlines_40829_733
singapore_airlines,207009,a professional photo of the singapore airlines airplane on display in store,directed,singapore_airlines_207009_734
singapore_airlines,500859,a minimalist photo of the singapore airlines airplane on display in store,directed,singapore_airlines_500859_735
singapore_airlines,186891,a modern photo of the singapore airlines airplane at night with city lights,directed,singapore_airlines_186891_736
singapore_airlines,949103,a studio-style photo of the singapore airlines airplane in natural daylight,directed,singapore_airlines_949103_737
singapore_airlines,723438,a modern photo of the singapore airlines airplane on street during daytime,directed,singapore_airlines_723438_738
singapore_airlines,197845,a vibrant photo of the singapore airlines airplane under bright sunlight,directed,singapore_airlines_197845_739
singapore_airlines,161388,a realistic photo of the singapore airlines airplane in motion,directed,singapore_airlines_161388_740
singapore_airlines,943223,a high-quality photo of the singapore airlines airplane under bright sunlight,directed,singapore_airlines_943223_741
singapore_airlines,994511,a minimalist photo of the singapore airlines airplane next to modern building,directed,singapore_airlines_994511_742
singapore_airlines,708264,a professional photo of the singapore airlines airplane at airport gate,directed,singapore_airlines_708264_743
singapore_airlines,310600,a modern photo of the singapore airlines airplane at airport gate,directed,singapore_airlines_310600_744
singapore_airlines,349310,a realistic photo of the singapore airlines airplane on a white background,directed,singapore_airlines_349310_745
singapore_airlines,713641,a soft-lit photo of the singapore airlines airplane on display in store,directed,singapore_airlines_713641_746
singapore_airlines,766191,a professional photo of the singapore airlines airplane with blurred background,directed,singapore_airlines_766191_747
singapore_airlines,588355,a detailed photo of the singapore airlines airplane in motion,directed,singapore_airlines_588355_748
singapore_airlines,679628,a professional photo of the singapore airlines airplane in desert environment,directed,singapore_airlines_679628_749
singapore_airlines,379993,a high-quality photo of the singapore airlines airplane in desert environment,directed,singapore_airlines_379993_750
singapore_airlines,858661,a cinematic photo of the singapore airlines airplane with blurred background,directed,singapore_airlines_858661_751
singapore_airlines,890998,a realistic photo of the singapore airlines airplane under bright sunlight,directed,singapore_airlines_890998_752
singapore_airlines,438513,a modern photo of the singapore airlines airplane in motion,directed,singapore_airlines_438513_753
singapore_airlines,83269,a high-quality photo of the singapore airlines airplane with blurred background,directed,singapore_airlines_83269_754
singapore_airlines,912596,a professional photo of the singapore airlines airplane in natural daylight,directed,singapore_airlines_912596_755
singapore_airlines,994964,a soft-lit photo of the singapore airlines airplane at night with city lights,directed,singapore_airlines_994964_756
singapore_airlines,996099,a modern photo of the singapore airlines airplane on street during daytime,directed,singapore_airlines_996099_757
singapore_airlines,780187,a minimalist photo of the singapore airlines airplane on street during daytime,directed,singapore_airlines_780187_758
singapore_airlines,530382,a studio-style photo of the singapore airlines airplane next to modern building,directed,singapore_airlines_530382_759
singapore_airlines,947885,a modern photo of the singapore airlines airplane in motion,directed,singapore_airlines_947885_760
singapore_airlines,741700,a high-quality photo of the singapore airlines airplane in motion,directed,singapore_airlines_741700_761
singapore_airlines,502436,a cinematic photo of the singapore airlines airplane on street during daytime,directed,singapore_airlines_502436_762
singapore_airlines,739121,a high-quality photo of the singapore airlines airplane next to modern building,directed,singapore_airlines_739121_763
singapore_airlines,261010,a soft-lit photo of the singapore airlines airplane on display in store,directed,singapore_airlines_261010_764
bmw,408540,a modern photo of the bmw car with reflection on surface,directed,bmw_408540_765
bmw,562231,a detailed photo of the bmw car on street during daytime,directed,bmw_562231_766
bmw,703873,a cinematic photo of the bmw car in motion,directed,bmw_703873_767
bmw,722397,a studio-style photo of the bmw car in desert environment,directed,bmw_722397_768
bmw,740751,a studio-style photo of the bmw car on display in store,directed,bmw_740751_769
bmw,623683,a high-quality photo of the bmw car on runway,directed,bmw_623683_770
bmw,618273,a professional photo of the bmw car in motion,directed,bmw_618273_771
bmw,982367,a detailed photo of the bmw car on street during daytime,directed,bmw_982367_772
bmw,333169,a vibrant photo of the bmw car at airport gate,directed,bmw_333169_773
bmw,652565,a vibrant photo of the bmw car on display in store,directed,bmw_652565_774
bmw,205467,a modern photo of the bmw car under bright sunlight,directed,bmw_205467_775
bmw,452588,a professional photo of the bmw car in motion,directed,bmw_452588_776
bmw,119984,a soft-lit photo of the bmw car next to modern building,directed,bmw_119984_777
bmw,564422,a high-quality photo of the bmw car with reflection on surface,directed,bmw_564422_778
bmw,905582,a vibrant photo of the bmw car on runway,directed,bmw_905582_779
bmw,357959,a minimalist photo of the bmw car at airport gate,directed,bmw_357959_780
bmw,676058,a high-quality photo of the bmw car next to modern building,directed,bmw_676058_781
bmw,73213,a realistic photo of the bmw car in natural daylight,directed,bmw_73213_782
bmw,689127,a high-quality photo of the bmw car in a restaurant interior,directed,bmw_689127_783
bmw,173343,a minimalist photo of the bmw car under bright sunlight,directed,bmw_173343_784
bmw,951654,a professional photo of the bmw car in desert environment,directed,bmw_951654_785
bmw,354483,a professional photo of the bmw car under bright sunlight,directed,bmw_354483_786
bmw,774309,a studio-style photo of the bmw car at night with city lights,directed,bmw_774309_787
bmw,338114,a high-quality photo of the bmw car with reflection on surface,directed,bmw_338114_788
bmw,851476,a studio-style photo of the bmw car in desert environment,directed,bmw_851476_789
bmw,668833,a studio-style photo of the bmw car on display in store,directed,bmw_668833_790
bmw,999620,a high-quality photo of the bmw car on street during daytime,directed,bmw_999620_791
bmw,654675,a cinematic photo of the bmw car in desert environment,directed,bmw_654675_792
bmw,537228,a cinematic photo of the bmw car on street during daytime,directed,bmw_537228_793
bmw,852559,a detailed photo of the bmw car with blurred background,directed,bmw_852559_794
bmw,208852,a realistic photo of the bmw car under bright sunlight,directed,bmw_208852_795
bmw,551585,a high-quality photo of the bmw car with reflection on surface,directed,bmw_551585_796
bmw,169746,a soft-lit photo of the bmw car on a white background,directed,bmw_169746_797
bmw,139210,a high-quality photo of the bmw car with blurred background,directed,bmw_139210_798
bmw,210513,a modern photo of the bmw car in desert environment,directed,bmw_210513_799
bmw,911791,a cinematic photo of the bmw car with reflection on surface,directed,bmw_911791_800
bmw,207634,a realistic photo of the bmw car on street during daytime,directed,bmw_207634_801
bmw,110310,a detailed photo of the bmw car in a studio setting,directed,bmw_110310_802
bmw,759696,a soft-lit photo of the bmw car in a restaurant interior,directed,bmw_759696_803
bmw,602976,a detailed photo of the bmw car on street during daytime,directed,bmw_602976_804
bmw,513474,a modern photo of the bmw car at night with city lights,directed,bmw_513474_805
bmw,135897,a vibrant photo of the bmw car in natural daylight,directed,bmw_135897_806
bmw,40555,a soft-lit photo of the bmw car with reflection on surface,directed,bmw_40555_807
bmw,970267,a studio-style photo of the bmw car on street during daytime,directed,bmw_970267_808
bmw,274529,a realistic photo of the bmw car on street during daytime,directed,bmw_274529_809
bmw,205053,a modern photo of the bmw car under bright sunlight,directed,bmw_205053_810
bmw,781181,a modern photo of the bmw car with reflection on surface,directed,bmw_781181_811
bmw,352449,a detailed photo of the bmw car on display in store,directed,bmw_352449_812
bmw,635570,a soft-lit photo of the bmw car at night with city lights,directed,bmw_635570_813
bmw,776044,a detailed photo of the bmw car at airport gate,directed,bmw_776044_814
bmw,635450,a detailed photo of the bmw car with reflection on surface,directed,bmw_635450_815
bmw,870280,a minimalist photo of the bmw car on street during daytime,directed,bmw_870280_816
bmw,767452,a realistic photo of the bmw car in desert environment,directed,bmw_767452_817
bmw,298146,a detailed photo of the bmw car on runway,directed,bmw_298146_818
bmw,370849,a minimalist photo of the bmw car with blurred background,directed,bmw_370849_819
mercedes,549608,a detailed photo of the mercedes car under bright sunlight,directed,mercedes_549608_820
mercedes,719543,a studio-style photo of the mercedes car in desert environment,directed,mercedes_719543_821
mercedes,577074,a detailed photo of the mercedes car on street during daytime,directed,mercedes_577074_822
mercedes,865449,a cinematic photo of the mercedes car with blurred background,directed,mercedes_865449_823
mercedes,37625,a minimalist photo of the mercedes car at night with city lights,directed,mercedes_37625_824
mercedes,573531,a modern photo of the mercedes car next to modern building,directed,mercedes_573531_825
mercedes,695715,a soft-lit photo of the mercedes car next to modern building,directed,mercedes_695715_826
mercedes,949968,a modern photo of the mercedes car on runway,directed,mercedes_949968_827
mercedes,738414,a minimalist photo of the mercedes car in desert environment,directed,mercedes_738414_828
mercedes,372824,a soft-lit photo of the mercedes car at airport gate,directed,mercedes_372824_829
mercedes,321001,a modern photo of the mercedes car at airport gate,directed,mercedes_321001_830
mercedes,525928,a vibrant photo of the mercedes car on display in store,directed,mercedes_525928_831
mercedes,828455,a cinematic photo of the mercedes car on a white background,directed,mercedes_828455_832
mercedes,358440,a vibrant photo of the mercedes car in motion,directed,mercedes_358440_833
mercedes,645904,a realistic photo of the mercedes car at night with city lights,directed,mercedes_645904_834
mercedes,259590,a studio-style photo of the mercedes car at airport gate,directed,mercedes_259590_835
mercedes,44725,a detailed photo of the mercedes car on a white background,directed,mercedes_44725_836
mercedes,511393,a studio-style photo of the mercedes car on street during daytime,directed,mercedes_511393_837
mercedes,418826,a soft-lit photo of the mercedes car on display in store,directed,mercedes_418826_838
mercedes,454325,a professional photo of the mercedes car next to modern building,directed,mercedes_454325_839
mercedes,701737,a professional photo of the mercedes car in a restaurant interior,directed,mercedes_701737_840
mercedes,32489,a high-quality photo of the mercedes car on display in store,directed,mercedes_32489_841
mercedes,714359,a minimalist photo of the mercedes car on runway,directed,mercedes_714359_842
mercedes,84111,a detailed photo of the mercedes car next to modern building,directed,mercedes_84111_843
mercedes,950185,a modern photo of the mercedes car in a studio setting,directed,mercedes_950185_844
mercedes,346348,a realistic photo of the mercedes car in a restaurant interior,directed,mercedes_346348_845
mercedes,943799,a realistic photo of the mercedes car with reflection on surface,directed,mercedes_943799_846
mercedes,817170,a high-quality photo of the mercedes car at night with city lights,directed,mercedes_817170_847
mercedes,282426,a professional photo of the mercedes car with blurred background,directed,mercedes_282426_848
mercedes,326292,a detailed photo of the mercedes car in a restaurant interior,directed,mercedes_326292_849
mercedes,529132,a vibrant photo of the mercedes car on display in store,directed,mercedes_529132_850
mercedes,533255,a modern photo of the mercedes car in a studio setting,directed,mercedes_533255_851
mercedes,194977,a soft-lit photo of the mercedes car with blurred background,directed,mercedes_194977_852
mercedes,291691,a studio-style photo of the mercedes car with reflection on surface,directed,mercedes_291691_853
mercedes,76736,a realistic photo of the mercedes car at airport gate,directed,mercedes_76736_854
mercedes,999017,a soft-lit photo of the mercedes car at night with city lights,directed,mercedes_999017_855
mercedes,967799,a professional photo of the mercedes car with reflection on surface,directed,mercedes_967799_856
mercedes,421513,a realistic photo of the mercedes car in desert environment,directed,mercedes_421513_857
mercedes,309186,a studio-style photo of the mercedes car in a restaurant interior,directed,mercedes_309186_858
mercedes,142759,a realistic photo of the mercedes car at airport gate,directed,mercedes_142759_859
mercedes,199505,a professional photo of the mercedes car in a restaurant interior,directed,mercedes_199505_860
mercedes,8246,a studio-style photo of the mercedes car in a restaurant interior,directed,mercedes_8246_861
mercedes,230901,a modern photo of the mercedes car on runway,directed,mercedes_230901_862
mercedes,643188,a high-quality photo of the mercedes car on display in store,directed,mercedes_643188_863
mercedes,634278,a realistic photo of the mercedes car in a studio setting,directed,mercedes_634278_864
mercedes,433248,a professional photo of the mercedes car on street during daytime,directed,mercedes_433248_865
mercedes,106596,a soft-lit photo of the mercedes car on runway,directed,mercedes_106596_866
mercedes,54453,a modern photo of the mercedes car on street during daytime,directed,mercedes_54453_867
mercedes,219568,a modern photo of the mercedes car in desert environment,directed,mercedes_219568_868
mercedes,574889,a vibrant photo of the mercedes car under bright sunlight,directed,mercedes_574889_869
mercedes,998113,a high-quality photo of the mercedes car in natural daylight,directed,mercedes_998113_870
mercedes,115520,a vibrant photo of the mercedes car at night with city lights,directed,mercedes_115520_871
mercedes,630503,a vibrant photo of the mercedes car on display in store,directed,mercedes_630503_872
mercedes,304719,a detailed photo of the mercedes car at airport gate,directed,mercedes_304719_873
mercedes,243685,a cinematic photo of the mercedes car with blurred background,directed,mercedes_243685_874
mercedes,487546,a minimalist photo of the mercedes car at night with city lights,directed,mercedes_487546_875
audi,871264,a vibrant photo of the audi car in motion,directed,audi_871264_876
audi,496362,a vibrant photo of the audi car in motion,directed,audi_496362_877
audi,428709,a high-quality photo of the audi car in desert environment,directed,audi_428709_878
audi,14020,a modern photo of the audi car on runway,directed,audi_14020_879
audi,237457,a cinematic photo of the audi car under bright sunlight,directed,audi_237457_880
audi,836661,a soft-lit photo of the audi car in a studio setting,directed,audi_836661_881
audi,54908,a vibrant photo of the audi car on display in store,directed,audi_54908_882
audi,592577,a professional photo of the audi car on display in store,directed,audi_592577_883
audi,610867,a studio-style photo of the audi car with reflection on surface,directed,audi_610867_884
audi,161119,a cinematic photo of the audi car next to modern building,directed,audi_161119_885
audi,830172,a vibrant photo of the audi car on street during daytime,directed,audi_830172_886
audi,764131,a modern photo of the audi car in a restaurant interior,directed,audi_764131_887
audi,650876,a cinematic photo of the audi car in a studio setting,directed,audi_650876_888
audi,85119,a realistic photo of the audi car next to modern building,directed,audi_85119_889
audi,61605,a cinematic photo of the audi car under bright sunlight,directed,audi_61605_890
audi,712467,a soft-lit photo of the audi car in a studio setting,directed,audi_712467_891
audi,713354,a detailed photo of the audi car in a restaurant interior,directed,audi_713354_892
audi,951533,a studio-style photo of the audi car in natural daylight,directed,audi_951533_893
audi,429136,a studio-style photo of the audi car on a white background,directed,audi_429136_894
audi,709427,a minimalist photo of the audi car on street during daytime,directed,audi_709427_895
audi,884885,a realistic photo of the audi car in desert environment,directed,audi_884885_896
audi,377565,a minimalist photo of the audi car with blurred background,directed,audi_377565_897
audi,61285,a vibrant photo of the audi car at airport gate,directed,audi_61285_898
audi,779414,a realistic photo of the audi car in a studio setting,directed,audi_779414_899
audi,52298,a detailed photo of the audi car with blurred background,directed,audi_52298_900
audi,677797,a detailed photo of the audi car in natural daylight,directed,audi_677797_901
audi,281128,a vibrant photo of the audi car next to modern building,directed,audi_281128_902
audi,885232,a vibrant photo of the audi car in a studio setting,directed,audi_885232_903
audi,562838,a studio-style photo of the audi car in natural daylight,directed,audi_562838_904
audi,583942,a modern photo of the audi car in a restaurant interior,directed,audi_583942_905
audi,340087,a professional photo of the audi car on runway,directed,audi_340087_906
audi,890066,a cinematic photo of the audi car with blurred background,directed,audi_890066_907
audi,766168,a vibrant photo of the audi car under bright sunlight,directed,audi_766168_908
audi,403149,a cinematic photo of the audi car in a restaurant interior,directed,audi_403149_909
audi,449259,a modern photo of the audi car on street during daytime,directed,audi_449259_910
audi,148981,a studio-style photo of the audi car at night with city lights,directed,audi_148981_911
audi,992735,a soft-lit photo of the audi car on runway,directed,audi_992735_912
audi,327824,a modern photo of the audi car on runway,directed,audi_327824_913
audi,445764,a cinematic photo of the audi car with blurred background,directed,audi_445764_914
audi,748400,a detailed photo of the audi car on display in store,directed,audi_748400_915
audi,891284,a vibrant photo of the audi car in a restaurant interior,directed,audi_891284_916
audi,104857,a cinematic photo of the audi car on a white background,directed,audi_104857_917
audi,807992,a professional photo of the audi car on a white background,directed,audi_807992_918
audi,518277,a studio-style photo of the audi car at night with city lights,directed,audi_518277_919
audi,982067,a cinematic photo of the audi car in a restaurant interior,directed,audi_982067_920
audi,892996,a high-quality photo of the audi car on street during daytime,directed,audi_892996_921
audi,116543,a professional photo of the audi car at airport gate,directed,audi_116543_922
audi,996151,a minimalist photo of the audi car in a studio setting,directed,audi_996151_923
audi,243780,a realistic photo of the audi car on display in store,directed,audi_243780_924
audi,220166,a modern photo of the audi car at airport gate,directed,audi_220166_925
audi,916993,a vibrant photo of the audi car in natural daylight,directed,audi_916993_926
audi,223223,a high-quality photo of the audi car on runway,directed,audi_223223_927
audi,605155,a soft-lit photo of the audi car on a white background,directed,audi_605155_928
audi,147295,a modern photo of the audi car on runway,directed,audi_147295_929
apple,275665,a high-quality photo of the apple laptop next to modern building,directed,apple_275665_930
apple,428618,a detailed photo of the apple laptop in motion,directed,apple_428618_931
apple,72611,a soft-lit photo of the apple laptop with blurred background,directed,apple_72611_932
apple,433618,a studio-style photo of the apple laptop in a studio setting,directed,apple_433618_933
apple,335699,a modern photo of the apple laptop with reflection on surface,directed,apple_335699_934
apple,640925,a cinematic photo of the apple laptop in natural daylight,directed,apple_640925_935
apple,86981,a high-quality photo of the apple laptop in natural daylight,directed,apple_86981_936
apple,151739,a high-quality photo of the apple laptop at night with city lights,directed,apple_151739_937
apple,280092,a minimalist photo of the apple laptop at night with city lights,directed,apple_280092_938
apple,948023,a high-quality photo of the apple laptop in a restaurant interior,directed,apple_948023_939
apple,319879,a cinematic photo of the apple laptop with blurred background,directed,apple_319879_940
apple,621600,a soft-lit photo of the apple laptop with blurred background,directed,apple_621600_941
apple,572706,a realistic photo of the apple laptop with blurred background,directed,apple_572706_942
apple,638874,a high-quality photo of the apple laptop in a restaurant interior,directed,apple_638874_943
apple,981532,a professional photo of the apple laptop on runway,directed,apple_981532_944
apple,601405,a cinematic photo of the apple laptop on runway,directed,apple_601405_945
apple,878904,a detailed photo of the apple laptop in natural daylight,directed,apple_878904_946
apple,801804,a studio-style photo of the apple laptop in motion,directed,apple_801804_947
apple,742484,a professional photo of the apple laptop at night with city lights,directed,apple_742484_948
apple,837287,a vibrant photo of the apple laptop in desert environment,directed,apple_837287_949
apple,611386,a detailed photo of the apple laptop under bright sunlight,directed,apple_611386_950
apple,2841,a minimalist photo of the apple laptop on street during daytime,directed,apple_2841_951
apple,654116,a soft-lit photo of the apple laptop in natural daylight,directed,apple_654116_952
apple,758095,a soft-lit photo of the apple laptop at airport gate,directed,apple_758095_953
apple,410867,a studio-style photo of the apple laptop in desert environment,directed,apple_410867_954
apple,927295,a high-quality photo of the apple laptop with blurred background,directed,apple_927295_955
apple,17544,a high-quality photo of the apple laptop under bright sunlight,directed,apple_17544_956
apple,261721,a realistic photo of the apple laptop under bright sunlight,directed,apple_261721_957
apple,566145,a vibrant photo of the apple laptop under bright sunlight,directed,apple_566145_958
apple,775788,a studio-style photo of the apple laptop at airport gate,directed,apple_775788_959
apple,740701,a modern photo of the apple laptop under bright sunlight,directed,apple_740701_960
