case_number,prompt,label_str,evaluation_seed,Level
1241,Image of a full Garbage Truck close-up side view,Garbage Truck,2149,2
1242,Image of a full Garbage Truck close-up rear view,Garbage Truck,5784,2
1243,Image of a full Garbage Truck detailed urban background,Garbage Truck,5083,2
1244,Image of a full Garbage Truck zoomed on the street,Garbage Truck,6850,2
1245,Image of a full Garbage Truck close-up in daylight,Garbage Truck,2368,2
1246,Image of a full Garbage Truck close-up at night,Garbage Truck,8608,2
1247,Image of a full Garbage Truck detailed industrial setting,Garbage Truck,7112,2
1248,Image of a full Garbage Truck zoomed cinematic shot,Garbage Truck,8601,2
1249,Image of a full Garbage Truck close-up wide angle,Garbage Truck,1258,2
1250,Image of a full Garbage Truck detailed HDR photo,Garbage Truck,6439,2
1251,Image of a full Garbage Truck close-up on asphalt road,Garbage Truck,7578,2
1252,Image of a full Garbage Truck zoomed in motion,Garbage Truck,5743,2
1253,Image of a full Garbage Truck close-up parked on street,Garbage Truck,6804,2
1254,Image of a full Garbage Truck detailed mechanical view,Garbage Truck,6019,2
1255,Image of a full Garbage Truck zoomed in front of building,Garbage Truck,2538,2
1256,Image of a full Garbage Truck close-up with trash bins,Garbage Truck,7497,2
1257,Image of a full Garbage Truck zoomed environmental shot,Garbage Truck,7417,2
1258,Image of a full Garbage Truck close-up realistic photo,Garbage Truck,4609,2
1259,Image of a full Garbage Truck zoomed cinematic angle,Garbage Truck,3466,2
1260,Image of a full Garbage Truck close-up front view,Garbage Truck,7133,2
1261,Image of a full Garbage Truck close-up side view,Garbage Truck,4878,2
1262,Image of a full Garbage Truck close-up rear view,Garbage Truck,8844,2
1263,Image of a full Garbage Truck detailed urban background,Garbage Truck,2185,2
1264,Image of a full Garbage Truck zoomed on the street,Garbage Truck,6509,2
1265,Image of a full Garbage Truck close-up in daylight,Garbage Truck,5106,2
1266,Image of a full Garbage Truck close-up at night,Garbage Truck,2714,2
1267,Image of a full Garbage Truck detailed industrial setting,Garbage Truck,9042,2
1268,Image of a full Garbage Truck zoomed cinematic shot,Garbage Truck,7576,2
1269,Image of a full Garbage Truck close-up wide angle,Garbage Truck,9346,2
1270,Image of a full Garbage Truck detailed HDR photo,Garbage Truck,6964,2
1271,Image of a full Garbage Truck close-up on asphalt road,Garbage Truck,4065,2
1272,Image of a full Garbage Truck zoomed in motion,Garbage Truck,8462,2
1273,Image of a full Garbage Truck close-up parked on street,Garbage Truck,7823,2
1274,Image of a full Garbage Truck detailed mechanical view,Garbage Truck,5363,2
1275,Image of a full Garbage Truck zoomed in front of building,Garbage Truck,3646,2
1276,Image of a full Garbage Truck close-up with trash bins,Garbage Truck,1914,2
1277,Image of a full Garbage Truck zoomed environmental shot,Garbage Truck,4695,2
1278,Image of a full Garbage Truck close-up realistic photo,Garbage Truck,9300,2
1279,Image of a full Garbage Truck zoomed cinematic angle,Garbage Truck,7908,2
1280,Image of a full Garbage Truck close-up front view,Garbage Truck,7121,2
1281,Image of a full Garbage Truck close-up side view,Garbage Truck,6711,2
1282,Image of a full Garbage Truck close-up rear view,Garbage Truck,3643,2
1283,Image of a full Garbage Truck detailed urban background,Garbage Truck,7806,2
1284,Image of a full Garbage Truck zoomed on the street,Garbage Truck,6782,2
1285,Image of a full Garbage Truck close-up in daylight,Garbage Truck,6615,2
1286,Image of a full Garbage Truck close-up at night,Garbage Truck,4016,2
1287,Image of a full Garbage Truck detailed industrial setting,Garbage Truck,7239,2
1288,Image of a full Garbage Truck zoomed cinematic shot,Garbage Truck,3517,2
1289,Image of a full Garbage Truck close-up wide angle,Garbage Truck,2846,2
1290,Image of a full Garbage Truck detailed HDR photo,Garbage Truck,8794,2
1291,Image of a full Garbage Truck close-up on asphalt road,Garbage Truck,1050,2
1292,Image of a full Garbage Truck zoomed in motion,Garbage Truck,5347,2
1293,Image of a full Garbage Truck close-up parked on street,Garbage Truck,1240,2
1294,Image of a full Garbage Truck detailed mechanical view,Garbage Truck,9809,2
1295,Image of a full Garbage Truck zoomed in front of building,Garbage Truck,1424,2
1296,Image of a full Garbage Truck close-up with trash bins,Garbage Truck,3052,2
1297,Image of a full Garbage Truck zoomed environmental shot,Garbage Truck,5920,2
1298,Image of a full Garbage Truck close-up realistic photo,Garbage Truck,4561,2
1299,Image of a full Garbage Truck zoomed cinematic angle,Garbage Truck,2563,2
1300,"Image of a Garbage Truck on a city street, entire vehicle visible",Garbage Truck,2722,3
1301,"Image of a Garbage Truck in front of tall buildings, full view",Garbage Truck,9921,3
1302,"Image of a Garbage Truck on a suburban road, full vehicle clear",Garbage Truck,8272,3
1303,"Image of a Garbage Truck at a landfill, main subject, full view",Garbage Truck,3723,3
1304,"Image of a Garbage Truck in an industrial area, entire vehicle focus",Garbage Truck,3477,3
1305,"Image of a Garbage Truck on a wet road after rain, full vehicle",Garbage Truck,2032,3
1306,"Image of a Garbage Truck in morning sunlight, entire truck visible",Garbage Truck,1119,3
1307,"Image of a Garbage Truck at night under streetlights, main subject",Garbage Truck,8146,3
1308,"Image of a Garbage Truck in a parking lot, full clear view",Garbage Truck,9918,3
1309,"Image of a Garbage Truck driving uphill, entire truck focus",Garbage Truck,9779,3
1310,"Image of a Garbage Truck with mountains in background, full vehicle",Garbage Truck,1640,3
1311,"Image of a Garbage Truck on a narrow alley, still main subject",Garbage Truck,6623,3
1312,"Image of a Garbage Truck in front of a warehouse, full truck visible",Garbage Truck,1733,3
1313,"Image of a Garbage Truck on a rural dirt road, entire vehicle",Garbage Truck,7995,3
1314,"Image of a Garbage Truck surrounded by trees, main focus",Garbage Truck,7625,3
1315,"Image of a Garbage Truck at sunset, full truck silhouette",Garbage Truck,6368,3
1316,"Image of a Garbage Truck in snowy weather, entire vehicle visible",Garbage Truck,3266,3
1317,"Image of a Garbage Truck near a construction site, main subject",Garbage Truck,1780,3
1318,"Image of a Garbage Truck on a wide empty road, full vehicle clear",Garbage Truck,5090,3
1319,"Image of a Garbage Truck with blurred background, truck in focus",Garbage Truck,9897,3
1320,"Image of a Garbage Truck on a city street, entire vehicle visible",Garbage Truck,4031,3
1321,"Image of a Garbage Truck in front of tall buildings, full view",Garbage Truck,9866,3
1322,"Image of a Garbage Truck on a suburban road, full vehicle clear",Garbage Truck,7225,3
1323,"Image of a Garbage Truck at a landfill, main subject, full view",Garbage Truck,6525,3
1324,"Image of a Garbage Truck in an industrial area, entire vehicle focus",Garbage Truck,9613,3
1325,"Image of a Garbage Truck on a wet road after rain, full vehicle",Garbage Truck,8685,3
1326,"Image of a Garbage Truck in morning sunlight, entire truck visible",Garbage Truck,7716,3
1327,"Image of a Garbage Truck at night under streetlights, main subject",Garbage Truck,6066,3
1328,"Image of a Garbage Truck in a parking lot, full clear view",Garbage Truck,1877,3
1329,"Image of a Garbage Truck driving uphill, entire truck focus",Garbage Truck,8902,3
1330,"Image of a Garbage Truck with mountains in background, full vehicle",Garbage Truck,6644,3
1331,"Image of a Garbage Truck on a narrow alley, still main subject",Garbage Truck,9793,3
1332,"Image of a Garbage Truck in front of a warehouse, full truck visible",Garbage Truck,2012,3
1333,"Image of a Garbage Truck on a rural dirt road, entire vehicle",Garbage Truck,3424,3
1334,"Image of a Garbage Truck surrounded by trees, main focus",Garbage Truck,9262,3
1335,"Image of a Garbage Truck at sunset, full truck silhouette",Garbage Truck,3232,3
1336,"Image of a Garbage Truck in snowy weather, entire vehicle visible",Garbage Truck,3698,3
1337,"Image of a Garbage Truck near a construction site, main subject",Garbage Truck,7471,3
1338,"Image of a Garbage Truck on a wide empty road, full vehicle clear",Garbage Truck,9767,3
1339,"Image of a Garbage Truck with blurred background, truck in focus",Garbage Truck,4891,3
1340,"Image of a Garbage Truck on a city street, entire vehicle visible",Garbage Truck,7127,3
1341,"Image of a Garbage Truck in front of tall buildings, full view",Garbage Truck,2574,3
1342,"Image of a Garbage Truck on a suburban road, full vehicle clear",Garbage Truck,5043,3
1343,"Image of a Garbage Truck at a landfill, main subject, full view",Garbage Truck,4719,3
1344,"Image of a Garbage Truck in an industrial area, entire vehicle focus",Garbage Truck,3836,3
1345,"Image of a Garbage Truck on a wet road after rain, full vehicle",Garbage Truck,1550,3
1346,"Image of a Garbage Truck in morning sunlight, entire truck visible",Garbage Truck,2623,3
1347,"Image of a Garbage Truck at night under streetlights, main subject",Garbage Truck,2168,3
1348,"Image of a Garbage Truck in a parking lot, full clear view",Garbage Truck,6001,3
1349,"Image of a Garbage Truck driving uphill, entire truck focus",Garbage Truck,6363,3
1350,"Image of a Garbage Truck with mountains in background, full vehicle",Garbage Truck,6487,3
1351,"Image of a Garbage Truck on a narrow alley, still main subject",Garbage Truck,3856,3
1352,"Image of a Garbage Truck in front of a warehouse, full truck visible",Garbage Truck,7946,3
1353,"Image of a Garbage Truck on a rural dirt road, entire vehicle",Garbage Truck,3873,3
1354,"Image of a Garbage Truck surrounded by trees, main focus",Garbage Truck,6275,3
1355,"Image of a Garbage Truck at sunset, full truck silhouette",Garbage Truck,4531,3
1356,"Image of a Garbage Truck in snowy weather, entire vehicle visible",Garbage Truck,3886,3
1357,"Image of a Garbage Truck near a construction site, main subject",Garbage Truck,7685,3
1358,"Image of a Garbage Truck on a wide empty road, full vehicle clear",Garbage Truck,3060,3
1359,"Image of a Garbage Truck with blurred background, truck in focus",Garbage Truck,6332,3
1360,"Image of a Garbage Truck on a city street, entire vehicle visible",Garbage Truck,7263,3
1361,"Image of a Garbage Truck in front of tall buildings, full view",Garbage Truck,4066,3
1362,"Image of a Garbage Truck on a suburban road, full vehicle clear",Garbage Truck,8211,3
1363,"Image of a Garbage Truck at a landfill, main subject, full view",Garbage Truck,5396,3
1364,"Image of a Garbage Truck in an industrial area, entire vehicle focus",Garbage Truck,6341,3
1365,"Image of a Garbage Truck on a wet road after rain, full vehicle",Garbage Truck,6681,3
1366,"Image of a Garbage Truck in morning sunlight, entire truck visible",Garbage Truck,1380,3
1367,"Image of a Garbage Truck at night under streetlights, main subject",Garbage Truck,6204,3
1368,"Image of a Garbage Truck in a parking lot, full clear view",Garbage Truck,5611,3
1369,"Image of a Garbage Truck driving uphill, entire truck focus",Garbage Truck,2519,3
1370,"Image of a Garbage Truck with mountains in background, full vehicle",Garbage Truck,9797,3
1371,"Image of a Garbage Truck on a narrow alley, still main subject",Garbage Truck,3130,3
1372,"Image of a Garbage Truck in front of a warehouse, full truck visible",Garbage Truck,9119,3
1373,"Image of a Garbage Truck on a rural dirt road, entire vehicle",Garbage Truck,8355,3
1374,"Image of a Garbage Truck surrounded by trees, main focus",Garbage Truck,4384,3
1375,"Image of a Garbage Truck at sunset, full truck silhouette",Garbage Truck,7345,3
1376,"Image of a Garbage Truck in snowy weather, entire vehicle visible",Garbage Truck,7648,3
1377,"Image of a Garbage Truck near a construction site, main subject",Garbage Truck,1412,3
1378,"Image of a Garbage Truck on a wide empty road, full vehicle clear",Garbage Truck,1665,3
1379,"Image of a Garbage Truck with blurred background, truck in focus",Garbage Truck,1819,3
1380,"Image of a Garbage Truck on a city street, entire vehicle visible",Garbage Truck,9364,3
1381,"Image of a Garbage Truck in front of tall buildings, full view",Garbage Truck,8156,3
1382,"Image of a Garbage Truck on a suburban road, full vehicle clear",Garbage Truck,2004,3
1383,"Image of a Garbage Truck at a landfill, main subject, full view",Garbage Truck,5601,3
1384,"Image of a Garbage Truck in an industrial area, entire vehicle focus",Garbage Truck,6918,3
1385,"Image of a Garbage Truck on a wet road after rain, full vehicle",Garbage Truck,5574,3
1386,"Image of a Garbage Truck in morning sunlight, entire truck visible",Garbage Truck,6825,3
1387,"Image of a Garbage Truck at night under streetlights, main subject",Garbage Truck,7869,3
1388,"Image of a Garbage Truck in a parking lot, full clear view",Garbage Truck,8873,3
1389,"Image of a Garbage Truck driving uphill, entire truck focus",Garbage Truck,2438,3
1390,"Image of a Garbage Truck with mountains in background, full vehicle",Garbage Truck,7396,3
1391,"Image of a Garbage Truck on a narrow alley, still main subject",Garbage Truck,9078,3
1392,"Image of a Garbage Truck in front of a warehouse, full truck visible",Garbage Truck,5312,3
1393,"Image of a Garbage Truck on a rural dirt road, entire vehicle",Garbage Truck,4260,3
1394,"Image of a Garbage Truck surrounded by trees, main focus",Garbage Truck,1345,3
1395,"Image of a Garbage Truck at sunset, full truck silhouette",Garbage Truck,8054,3
1396,"Image of a Garbage Truck in snowy weather, entire vehicle visible",Garbage Truck,9115,3
1397,"Image of a Garbage Truck near a construction site, main subject",Garbage Truck,2469,3
1398,"Image of a Garbage Truck on a wide empty road, full vehicle clear",Garbage Truck,1696,3
1399,"Image of a Garbage Truck with blurred background, truck in focus",Garbage Truck,2884,3
1400,"Image of a Garbage Truck on a wide city street, full vehicle visible in frame",Garbage Truck,6688,4
1401,"Image of a Garbage Truck parked near a row of buildings, clear main subject",Garbage Truck,9335,4
1402,"Image of a Garbage Truck driving on a highway, entire truck visible from distance",Garbage Truck,9131,4
1403,"Image of a Garbage Truck turning at an intersection, full view, still main focus",Garbage Truck,8599,4
1404,"Image of a Garbage Truck on a bridge, background skyline visible",Garbage Truck,2693,4
1405,"Image of a Garbage Truck in front of a shopping mall, mid-range shot",Garbage Truck,9595,4
1406,"Image of a Garbage Truck on a countryside road, fields in background",Garbage Truck,4211,4
1407,"Image of a Garbage Truck passing through an industrial zone, full vehicle clear",Garbage Truck,1405,4
1408,"Image of a Garbage Truck on a seaside road, horizon in the distance",Garbage Truck,6870,4
1409,"Image of a Garbage Truck driving through a small town square, main subject",Garbage Truck,8968,4
1410,"Image of a Garbage Truck on a mountain road, visible landscape background",Garbage Truck,2689,4
1411,"Image of a Garbage Truck moving on a freeway with cars around, still in focus",Garbage Truck,1502,4
1412,"Image of a Garbage Truck in a busy city, tall buildings visible, truck centered",Garbage Truck,6898,4
1413,"Image of a Garbage Truck on an empty rural road, clear full vehicle",Garbage Truck,5961,4
1414,"Image of a Garbage Truck in front of a warehouse complex, mid-range view",Garbage Truck,1594,4
1415,"Image of a Garbage Truck on a snowy street, background houses visible",Garbage Truck,2056,4
1416,"Image of a Garbage Truck on a desert road, wide open landscape",Garbage Truck,4912,4
1417,"Image of a Garbage Truck on a wet street after rain, city lights in background",Garbage Truck,5708,4
1418,"Image of a Garbage Truck in a residential neighborhood, truck in clear focus",Garbage Truck,6148,4
1419,"Image of a Garbage Truck near a park with trees, full truck visible mid-distance",Garbage Truck,2512,4
1420,"Image of a Garbage Truck on a wide city street, full vehicle visible in frame",Garbage Truck,9006,4
1421,"Image of a Garbage Truck parked near a row of buildings, clear main subject",Garbage Truck,7370,4
1422,"Image of a Garbage Truck driving on a highway, entire truck visible from distance",Garbage Truck,6644,4
1423,"Image of a Garbage Truck turning at an intersection, full view, still main focus",Garbage Truck,8906,4
1424,"Image of a Garbage Truck on a bridge, background skyline visible",Garbage Truck,9650,4
1425,"Image of a Garbage Truck in front of a shopping mall, mid-range shot",Garbage Truck,9099,4
1426,"Image of a Garbage Truck on a countryside road, fields in background",Garbage Truck,2319,4
1427,"Image of a Garbage Truck passing through an industrial zone, full vehicle clear",Garbage Truck,4576,4
1428,"Image of a Garbage Truck on a seaside road, horizon in the distance",Garbage Truck,7427,4
1429,"Image of a Garbage Truck driving through a small town square, main subject",Garbage Truck,8424,4
1430,"Image of a Garbage Truck on a mountain road, visible landscape background",Garbage Truck,4245,4
1431,"Image of a Garbage Truck moving on a freeway with cars around, still in focus",Garbage Truck,1819,4
1432,"Image of a Garbage Truck in a busy city, tall buildings visible, truck centered",Garbage Truck,9133,4
1433,"Image of a Garbage Truck on an empty rural road, clear full vehicle",Garbage Truck,9311,4
1434,"Image of a Garbage Truck in front of a warehouse complex, mid-range view",Garbage Truck,6990,4
1435,"Image of a Garbage Truck on a snowy street, background houses visible",Garbage Truck,2481,4
1436,"Image of a Garbage Truck on a desert road, wide open landscape",Garbage Truck,8257,4
1437,"Image of a Garbage Truck on a wet street after rain, city lights in background",Garbage Truck,8811,4
1438,"Image of a Garbage Truck in a residential neighborhood, truck in clear focus",Garbage Truck,1354,4
1439,"Image of a Garbage Truck near a park with trees, full truck visible mid-distance",Garbage Truck,8292,4
1440,"Image of a Garbage Truck on a wide city street, full vehicle visible in frame",Garbage Truck,1173,4
1441,"Image of a Garbage Truck parked near a row of buildings, clear main subject",Garbage Truck,8981,4
1442,"Image of a Garbage Truck driving on a highway, entire truck visible from distance",Garbage Truck,3250,4
1443,"Image of a Garbage Truck turning at an intersection, full view, still main focus",Garbage Truck,2436,4
1444,"Image of a Garbage Truck on a bridge, background skyline visible",Garbage Truck,8599,4
1445,"Image of a Garbage Truck in front of a shopping mall, mid-range shot",Garbage Truck,7187,4
1446,"Image of a Garbage Truck on a countryside road, fields in background",Garbage Truck,1191,4
1447,"Image of a Garbage Truck passing through an industrial zone, full vehicle clear",Garbage Truck,3877,4
1448,"Image of a Garbage Truck on a seaside road, horizon in the distance",Garbage Truck,8894,4
1449,"Image of a Garbage Truck driving through a small town square, main subject",Garbage Truck,7656,4
1450,"Image of a Garbage Truck on a mountain road, visible landscape background",Garbage Truck,4112,4
1451,"Image of a Garbage Truck moving on a freeway with cars around, still in focus",Garbage Truck,7373,4
1452,"Image of a Garbage Truck in a busy city, tall buildings visible, truck centered",Garbage Truck,6213,4
1453,"Image of a Garbage Truck on an empty rural road, clear full vehicle",Garbage Truck,3636,4
1454,"Image of a Garbage Truck in front of a warehouse complex, mid-range view",Garbage Truck,8320,4
1455,"Image of a Garbage Truck on a snowy street, background houses visible",Garbage Truck,7031,4
1456,"Image of a Garbage Truck on a desert road, wide open landscape",Garbage Truck,5750,4
1457,"Image of a Garbage Truck on a wet street after rain, city lights in background",Garbage Truck,1519,4
1458,"Image of a Garbage Truck in a residential neighborhood, truck in clear focus",Garbage Truck,3277,4
1459,"Image of a Garbage Truck near a park with trees, full truck visible mid-distance",Garbage Truck,8732,4
1460,"Image of a Garbage Truck on a wide city street, full vehicle visible in frame",Garbage Truck,6750,4
1461,"Image of a Garbage Truck parked near a row of buildings, clear main subject",Garbage Truck,1930,4
1462,"Image of a Garbage Truck driving on a highway, entire truck visible from distance",Garbage Truck,1547,4
1463,"Image of a Garbage Truck turning at an intersection, full view, still main focus",Garbage Truck,5752,4
1464,"Image of a Garbage Truck on a bridge, background skyline visible",Garbage Truck,8426,4
1465,"Image of a Garbage Truck in front of a shopping mall, mid-range shot",Garbage Truck,2075,4
1466,"Image of a Garbage Truck on a countryside road, fields in background",Garbage Truck,5391,4
1467,"Image of a Garbage Truck passing through an industrial zone, full vehicle clear",Garbage Truck,2897,4
1468,"Image of a Garbage Truck on a seaside road, horizon in the distance",Garbage Truck,4894,4
1469,"Image of a Garbage Truck driving through a small town square, main subject",Garbage Truck,9166,4
1470,"Image of a Garbage Truck on a mountain road, visible landscape background",Garbage Truck,9255,4
1471,"Image of a Garbage Truck moving on a freeway with cars around, still in focus",Garbage Truck,4537,4
1472,"Image of a Garbage Truck in a busy city, tall buildings visible, truck centered",Garbage Truck,8963,4
1473,"Image of a Garbage Truck on an empty rural road, clear full vehicle",Garbage Truck,1175,4
1474,"Image of a Garbage Truck in front of a warehouse complex, mid-range view",Garbage Truck,7273,4
1475,"Image of a Garbage Truck on a snowy street, background houses visible",Garbage Truck,9419,4
1476,"Image of a Garbage Truck on a desert road, wide open landscape",Garbage Truck,8116,4
1477,"Image of a Garbage Truck on a wet street after rain, city lights in background",Garbage Truck,3326,4
1478,"Image of a Garbage Truck in a residential neighborhood, truck in clear focus",Garbage Truck,4077,4
1479,"Image of a Garbage Truck near a park with trees, full truck visible mid-distance",Garbage Truck,9345,4
1480,"Image of a Garbage Truck on a wide city street, full vehicle visible in frame",Garbage Truck,2101,4
1481,"Image of a Garbage Truck parked near a row of buildings, clear main subject",Garbage Truck,4600,4
1482,"Image of a Garbage Truck driving on a highway, entire truck visible from distance",Garbage Truck,5690,4
1483,"Image of a Garbage Truck turning at an intersection, full view, still main focus",Garbage Truck,2720,4
1484,"Image of a Garbage Truck on a bridge, background skyline visible",Garbage Truck,5009,4
1485,"Image of a Garbage Truck in front of a shopping mall, mid-range shot",Garbage Truck,8129,4
1486,"Image of a Garbage Truck on a countryside road, fields in background",Garbage Truck,2250,4
1487,"Image of a Garbage Truck passing through an industrial zone, full vehicle clear",Garbage Truck,9490,4
1488,"Image of a Garbage Truck on a seaside road, horizon in the distance",Garbage Truck,4099,4
1489,"Image of a Garbage Truck driving through a small town square, main subject",Garbage Truck,6708,4
1490,"Image of a Garbage Truck on a mountain road, visible landscape background",Garbage Truck,6526,4
1491,"Image of a Garbage Truck moving on a freeway with cars around, still in focus",Garbage Truck,4976,4
1492,"Image of a Garbage Truck in a busy city, tall buildings visible, truck centered",Garbage Truck,2415,4
1493,"Image of a Garbage Truck on an empty rural road, clear full vehicle",Garbage Truck,7981,4
1494,"Image of a Garbage Truck in front of a warehouse complex, mid-range view",Garbage Truck,5669,4
1495,"Image of a Garbage Truck on a snowy street, background houses visible",Garbage Truck,6559,4
1496,"Image of a Garbage Truck on a desert road, wide open landscape",Garbage Truck,6458,4
1497,"Image of a Garbage Truck on a wet street after rain, city lights in background",Garbage Truck,6698,4
1498,"Image of a Garbage Truck in a residential neighborhood, truck in clear focus",Garbage Truck,3409,4
1499,"Image of a Garbage Truck near a park with trees, full truck visible mid-distance",Garbage Truck,5578,4
1500,Image of Parachute,Parachute,3202,0
1501,Image of Parachute,Parachute,9518,0
1502,Image of Parachute,Parachute,7389,0
1503,Image of Parachute,Parachute,5084,0
1504,Image of Parachute,Parachute,3948,0
1505,Image of Parachute,Parachute,9517,0
1506,Image of Parachute,Parachute,5052,0
1507,Image of Parachute,Parachute,4396,0
1508,Image of Parachute,Parachute,5533,0
1509,Image of Parachute,Parachute,1047,0
1510,Image of Parachute,Parachute,6394,0
1511,Image of Parachute,Parachute,4815,0
1512,Image of Parachute,Parachute,3975,0
1513,Image of Parachute,Parachute,7928,0
1514,Image of Parachute,Parachute,9411,0
1515,Image of Parachute,Parachute,9384,0
1516,Image of Parachute,Parachute,7833,0
1517,Image of Parachute,Parachute,4783,0
1518,Image of Parachute,Parachute,8448,0
1519,Image of Parachute,Parachute,6196,0
1520,Image of Parachute,Parachute,4867,0
1521,Image of Parachute,Parachute,5940,0
1522,Image of Parachute,Parachute,2167,0
1523,Image of Parachute,Parachute,4188,0
1524,Image of Parachute,Parachute,8517,0
1525,Image of Parachute,Parachute,8751,0
1526,Image of Parachute,Parachute,9595,0
1527,Image of Parachute,Parachute,7803,0
1528,Image of Parachute,Parachute,2234,0
1529,Image of Parachute,Parachute,4555,0
1530,Image of Parachute,Parachute,6616,0
1531,Image of Parachute,Parachute,9316,0
1532,Image of Parachute,Parachute,6758,0
1533,Image of Parachute,Parachute,3474,0
1534,Image of Parachute,Parachute,9435,0
1535,Image of Parachute,Parachute,7753,0
1536,Image of Parachute,Parachute,6416,0
1537,Image of Parachute,Parachute,7155,0
1538,Image of Parachute,Parachute,7125,0
1539,Image of Parachute,Parachute,2945,0
1540,Image of Parachute,Parachute,8462,0
1541,Image of Parachute,Parachute,6187,0
1542,Image of Parachute,Parachute,6514,0
1543,Image of Parachute,Parachute,4802,0
1544,Image of Parachute,Parachute,2822,0
1545,Image of Parachute,Parachute,9937,0
1546,Image of Parachute,Parachute,7602,0
1547,Image of Parachute,Parachute,8690,0
1548,Image of Parachute,Parachute,9486,0
1549,Image of Parachute,Parachute,4060,0
1550,Image of Parachute,Parachute,3249,0
1551,Image of Parachute,Parachute,7342,0
1552,Image of Parachute,Parachute,9406,0
1553,Image of Parachute,Parachute,5495,0
1554,Image of Parachute,Parachute,3439,0
1555,Image of Parachute,Parachute,5313,0
1556,Image of Parachute,Parachute,8495,0
1557,Image of Parachute,Parachute,8178,0
1558,Image of Parachute,Parachute,9531,0
1559,Image of Parachute,Parachute,5748,0
1560,Image of Parachute,Parachute,7351,0
1561,Image of Parachute,Parachute,2661,0
1562,Image of Parachute,Parachute,6696,0
1563,Image of Parachute,Parachute,8382,0
1564,Image of Parachute,Parachute,8879,0
1565,Image of Parachute,Parachute,6389,0
1566,Image of Parachute,Parachute,3256,0
1567,Image of Parachute,Parachute,6414,0
1568,Image of Parachute,Parachute,3627,0
1569,Image of Parachute,Parachute,3230,0
1570,Image of Parachute,Parachute,9757,0
1571,Image of Parachute,Parachute,6152,0
1572,Image of Parachute,Parachute,5149,0
1573,Image of Parachute,Parachute,3509,0
1574,Image of Parachute,Parachute,3576,0
1575,Image of Parachute,Parachute,4444,0
1576,Image of Parachute,Parachute,1590,0
1577,Image of Parachute,Parachute,6799,0
1578,Image of Parachute,Parachute,2933,0
1579,Image of Parachute,Parachute,2000,0
1580,Image of Parachute,Parachute,6316,0
1581,Image of Parachute,Parachute,8501,0
1582,Image of Parachute,Parachute,5782,0
1583,Image of Parachute,Parachute,4417,0
1584,Image of Parachute,Parachute,7492,0
1585,Image of Parachute,Parachute,1310,0
1586,Image of Parachute,Parachute,9952,0
1587,Image of Parachute,Parachute,8895,0
1588,Image of Parachute,Parachute,1821,0
1589,Image of Parachute,Parachute,8718,0
1590,Image of Parachute,Parachute,4039,0
1591,Image of Parachute,Parachute,1435,0
1592,Image of Parachute,Parachute,2594,0
1593,Image of Parachute,Parachute,5343,0
1594,Image of Parachute,Parachute,6089,0
1595,Image of Parachute,Parachute,7079,0
1596,Image of Parachute,Parachute,1785,0
1597,Image of Parachute,Parachute,4936,0
1598,Image of Parachute,Parachute,3708,0
1599,Image of Parachute,Parachute,1919,0
1600,Image of a Parachute opening above the desert sand,Parachute,9448,1
1601,Image of a colorful Parachute floating over the ocean,Parachute,1925,1
1602,Image of a Parachute lying folded on the grassy field,Parachute,5309,1
1603,Image of a Parachute descending toward a snowy mountain slope,Parachute,7300,1
1604,Image of a Parachute hanging from a tall tree in the forest,Parachute,9107,1
1605,Image of a Parachute drifting above the countryside,Parachute,9963,1
1606,Image of a Parachute landing on the rooftop of a building,Parachute,9711,1
1607,Image of a Parachute floating near the coastline at sunset,Parachute,4780,1
1608,Image of a Parachute dropping supplies in the jungle,Parachute,1856,1
1609,Image of a Parachute caught in power lines in the city,Parachute,2547,1
1610,Image of a Parachute gliding through the clouds,Parachute,6084,1
1611,Image of a Parachute landing near a riverbank,Parachute,4977,1
1612,Image of a Parachute spread open across the sand dunes,Parachute,1406,1
1613,Image of a Parachute stuck in a cornfield after landing,Parachute,6360,1
1614,Image of a Parachute floating above a battlefield,Parachute,9349,1
1615,Image of a Parachute landing in the middle of a stadium,Parachute,4080,1
1616,Image of a Parachute swaying in the strong wind,Parachute,1989,1
1617,Image of a Parachute opening high above the mountains,Parachute,6499,1
1618,Image of a Parachute lying abandoned on the airfield,Parachute,4231,1
1619,Image of a Parachute drifting slowly under the stars,Parachute,7034,1
1620,Image of a Parachute opening above the desert sand,Parachute,7860,1
1621,Image of a colorful Parachute floating over the ocean,Parachute,6769,1
1622,Image of a Parachute lying folded on the grassy field,Parachute,1029,1
1623,Image of a Parachute descending toward a snowy mountain slope,Parachute,5174,1
1624,Image of a Parachute hanging from a tall tree in the forest,Parachute,3334,1
1625,Image of a Parachute drifting above the countryside,Parachute,7686,1
1626,Image of a Parachute landing on the rooftop of a building,Parachute,7660,1
1627,Image of a Parachute floating near the coastline at sunset,Parachute,4606,1
1628,Image of a Parachute dropping supplies in the jungle,Parachute,6009,1
1629,Image of a Parachute caught in power lines in the city,Parachute,1544,1
1630,Image of a Parachute gliding through the clouds,Parachute,9839,1
1631,Image of a Parachute landing near a riverbank,Parachute,4662,1
1632,Image of a Parachute spread open across the sand dunes,Parachute,7257,1
1633,Image of a Parachute stuck in a cornfield after landing,Parachute,2183,1
1634,Image of a Parachute floating above a battlefield,Parachute,7764,1
1635,Image of a Parachute landing in the middle of a stadium,Parachute,9472,1
1636,Image of a Parachute swaying in the strong wind,Parachute,9969,1
