case_number,prompt,label_str,evaluation_seed
1348,Image of Tench,Tench,6163
1349,Image of Tench,Tench,6651
1350,Image of Tench,Tench,5236
1351,Image of Tench,Tench,8477
1352,Image of Tench,Tench,4803
1353,Image of Tench,Tench,3528
1354,Image of Tench,Tench,3142
1355,Image of Tench,Tench,1113
1356,Image of Tench,Tench,3979
1357,Image of Tench,Tench,7334
1358,Image of Tench,Tench,3808
1359,Image of Tench,Tench,4039
1360,Image of Tench,Tench,6565
1361,Image of Tench,Tench,8391
1362,Image of Tench,Tench,2994
1363,Image of Tench,Tench,8118
1364,Image of Tench,Tench,6934
1365,Image of Tench,Tench,3628
1366,Image of Tench,Tench,1301
1367,Image of Tench,Tench,5407
1368,Image of Tench,Tench,6849
1369,Image of Tench,Tench,2045
1370,Image of Tench,Tench,8210
1371,Image of Tench,Tench,5439
1372,Image of Tench,Tench,4523
1373,Image of Tench,Tench,5327
1374,Image of Tench,Tench,3874
1375,Image of Tench,Tench,3186
1376,Image of Tench,Tench,8654
1377,Image of Tench,Tench,9484
1378,Image of Tench,Tench,2428
1379,Image of Tench,Tench,9774
1380,Image of Tench,Tench,4140
1381,Image of Tench,Tench,4900
1382,Image of Tench,Tench,9772
1383,Image of Tench,Tench,1372
1384,Image of Tench,Tench,7930
1385,Image of Tench,Tench,7732
1386,Image of Tench,Tench,4605
1387,Image of Tench,Tench,9048
1388,Image of Tench,Tench,7991
1389,Image of Tench,Tench,9997
1390,Image of Tench,Tench,6023
1391,Image of Tench,Tench,3471
1392,Image of Tench,Tench,9833
1393,Image of Tench,Tench,5614
1394,Image of Tench,Tench,3049
1395,Image of Tench,Tench,5266
1396,Image of Tench,Tench,5123
1397,Image of Tench,Tench,1428
1398,Image of Tench,Tench,5841
1399,Image of Tench,Tench,1388
1400,Image of Tench,Tench,8437
1401,Image of Tench,Tench,7790
1402,Image of Tench,Tench,9827
1403,Image of Tench,Tench,4109
1404,Image of Tench,Tench,2279
1405,Image of Tench,Tench,3474
1406,Image of Tench,Tench,3778
1407,Image of Tench,Tench,9598
1408,Image of Tench,Tench,9330
1409,Image of Tench,Tench,8170
1410,Image of Tench,Tench,3927
1411,Image of Tench,Tench,7424
1412,Image of Tench,Tench,9094
1413,Image of Tench,Tench,6857
1414,Image of Tench,Tench,4123
1415,Image of Tench,Tench,2895
1416,Image of Tench,Tench,9661
1417,Image of Tench,Tench,4405
1418,Image of Tench,Tench,3078
1419,Image of Tench,Tench,6614
1420,Image of Tench,Tench,2012
1421,Image of Tench,Tench,8434
1422,Image of Tench,Tench,1708
1423,Image of Tench,Tench,4558
1424,Image of Tench,Tench,8656
1425,Image of Tench,Tench,4882
1426,Image of Tench,Tench,5441
1427,Image of Tench,Tench,2253
1428,Image of Tench,Tench,7006
1429,Image of Tench,Tench,3368
1430,Image of Tench,Tench,6427
1431,Image of Tench,Tench,4314
1432,Image of Tench,Tench,7532
1433,Image of Tench,Tench,2772
1434,Image of Tench,Tench,4474
1435,Image of Tench,Tench,5137
1436,Image of Tench,Tench,6553
1437,Image of Tench,Tench,1432
1438,Image of Tench,Tench,5539
1439,Image of Tench,Tench,9719
1440,Image of Tench,Tench,7392
1441,Image of Tench,Tench,8998
1442,Image of Tench,Tench,2891
1443,Image of Tench,Tench,5939
1444,Image of Tench,Tench,4951
1445,Image of Tench,Tench,6441
1446,Image of Tench,Tench,7305
1447,Image of Tench,Tench,7875
1448,Image of Tench,Tench,6594
1449,Image of Tench,Tench,9147
1450,Image of Tench,Tench,1396
1451,Image of Tench,Tench,6553
1452,Image of Tench,Tench,9787
1453,Image of Tench,Tench,8156
1454,Image of Tench,Tench,5497
1455,Image of Tench,Tench,9743
1456,Image of Tench,Tench,6798
1457,Image of Tench,Tench,5875
1458,Image of Tench,Tench,5707
1459,Image of Tench,Tench,6231
1460,Image of Tench,Tench,5035
1461,Image of Tench,Tench,6356
1462,Image of Tench,Tench,3018
1463,Image of Tench,Tench,6539
1464,Image of Tench,Tench,1678
1465,Image of Tench,Tench,3033
1466,Image of Tench,Tench,4209
1467,Image of Tench,Tench,8312
1468,Image of Tench,Tench,7287
1469,Image of Tench,Tench,5079
1470,Image of Tench,Tench,6187
1471,Image of Tench,Tench,9768
1472,Image of Tench,Tench,6216
1473,Image of Tench,Tench,5397
1474,Image of Tench,Tench,5115
1475,Image of Tench,Tench,7510
1476,Image of Tench,Tench,5789
1477,Image of Tench,Tench,9514
1478,Image of Tench,Tench,9801
1479,Image of Tench,Tench,2713
1480,Image of Tench,Tench,4175
1481,Image of Tench,Tench,1380
1482,Image of Tench,Tench,3525
1483,Image of Tench,Tench,5538
1484,Image of Tench,Tench,9689
1485,Image of Tench,Tench,6702
1486,Image of Tench,Tench,2237
1487,Image of Tench,Tench,7713
1488,Image of Tench,Tench,8722
1489,Image of Tench,Tench,7165
1490,Image of Tench,Tench,1209
1491,Image of Tench,Tench,3669
1492,Image of Tench,Tench,3501
1493,Image of Tench,Tench,5210
1494,Image of Tench,Tench,7664
1495,Image of Tench,Tench,3073
1496,Image of Tench,Tench,7306
1497,Image of Tench,Tench,5938
1498,Image of Tench,Tench,8568
1499,Image of Tench,Tench,5888
1500,Image of English Springer,English Springer,6478
1501,Image of English Springer,English Springer,4356
1502,Image of English Springer,English Springer,4547
1503,Image of English Springer,English Springer,3981
1504,Image of English Springer,English Springer,2499
1505,Image of English Springer,English Springer,7609
1506,Image of English Springer,English Springer,5426
1507,Image of English Springer,English Springer,8383
1508,Image of English Springer,English Springer,8947
1509,Image of English Springer,English Springer,2233
1510,Image of English Springer,English Springer,5395
1511,Image of English Springer,English Springer,3583
1512,Image of English Springer,English Springer,4650
1513,Image of English Springer,English Springer,8463
1514,Image of English Springer,English Springer,3103
1515,Image of English Springer,English Springer,2795
1516,Image of English Springer,English Springer,6988
1517,Image of English Springer,English Springer,1851
1518,Image of English Springer,English Springer,6169
1519,Image of English Springer,English Springer,8049
1520,Image of English Springer,English Springer,9766
1521,Image of English Springer,English Springer,7269
1522,Image of English Springer,English Springer,7458
1523,Image of English Springer,English Springer,4908
1524,Image of English Springer,English Springer,7554
1525,Image of English Springer,English Springer,4617
1526,Image of English Springer,English Springer,2739
1527,Image of English Springer,English Springer,9734
1528,Image of English Springer,English Springer,1849
1529,Image of English Springer,English Springer,6016
1530,Image of English Springer,English Springer,4586
1531,Image of English Springer,English Springer,6171
1532,Image of English Springer,English Springer,4852
1533,Image of English Springer,English Springer,8438
1534,Image of English Springer,English Springer,7388
1535,Image of English Springer,English Springer,2491
1536,Image of English Springer,English Springer,7490
1537,Image of English Springer,English Springer,9575
1538,Image of English Springer,English Springer,1606
1539,Image of English Springer,English Springer,6940
1540,Image of English Springer,English Springer,8620
1541,Image of English Springer,English Springer,3431
1542,Image of English Springer,English Springer,2813
1543,Image of English Springer,English Springer,3363
1544,Image of English Springer,English Springer,2218
1545,Image of English Springer,English Springer,4176
1546,Image of English Springer,English Springer,1016
1547,Image of English Springer,English Springer,2321
1548,Image of English Springer,English Springer,7578
1549,Image of English Springer,English Springer,4869
1550,Image of English Springer,English Springer,7676
1551,Image of English Springer,English Springer,5870
1552,Image of English Springer,English Springer,9195
1553,Image of English Springer,English Springer,9916
1554,Image of English Springer,English Springer,3644
1555,Image of English Springer,English Springer,5226
1556,Image of English Springer,English Springer,7945
1557,Image of English Springer,English Springer,4681
1558,Image of English Springer,English Springer,8399
1559,Image of English Springer,English Springer,4793
1560,Image of English Springer,English Springer,4173
1561,Image of English Springer,English Springer,8299
1562,Image of English Springer,English Springer,8530
1563,Image of English Springer,English Springer,1924
1564,Image of English Springer,English Springer,1921
1565,Image of English Springer,English Springer,8210
1566,Image of English Springer,English Springer,3013
1567,Image of English Springer,English Springer,5796
1568,Image of English Springer,English Springer,7618
1569,Image of English Springer,English Springer,9034
1570,Image of English Springer,English Springer,5452
1571,Image of English Springer,English Springer,8582
1572,Image of English Springer,English Springer,7652
1573,Image of English Springer,English Springer,9164
1574,Image of English Springer,English Springer,5641
1575,Image of English Springer,English Springer,7117
1576,Image of English Springer,English Springer,1365
1577,Image of English Springer,English Springer,1624
1578,Image of English Springer,English Springer,4437
1579,Image of English Springer,English Springer,9017
1580,Image of English Springer,English Springer,3673
1581,Image of English Springer,English Springer,4167
1582,Image of English Springer,English Springer,1603
1583,Image of English Springer,English Springer,5818
1584,Image of English Springer,English Springer,8505
1585,Image of English Springer,English Springer,5340
1586,Image of English Springer,English Springer,4248
1587,Image of English Springer,English Springer,1814
1588,Image of English Springer,English Springer,9379
1589,Image of English Springer,English Springer,9347
1590,Image of English Springer,English Springer,4188
1591,Image of English Springer,English Springer,9962
1592,Image of English Springer,English Springer,8705
1593,Image of English Springer,English Springer,8348
1594,Image of English Springer,English Springer,2642
1595,Image of English Springer,English Springer,5172
1596,Image of English Springer,English Springer,4537
1597,Image of English Springer,English Springer,3605
1598,Image of English Springer,English Springer,3360
1599,Image of English Springer,English Springer,8005
1600,Image of English Springer,English Springer,8937
1601,Image of English Springer,English Springer,4991
1602,Image of English Springer,English Springer,9760
1603,Image of English Springer,English Springer,2763
1604,Image of English Springer,English Springer,6098
1605,Image of English Springer,English Springer,2989
1606,Image of English Springer,English Springer,4715
1607,Image of English Springer,English Springer,7664
1608,Image of English Springer,English Springer,8887
1609,Image of English Springer,English Springer,2098
1610,Image of English Springer,English Springer,1941
1611,Image of English Springer,English Springer,2860
1612,Image of English Springer,English Springer,3827
1613,Image of English Springer,English Springer,3669
1614,Image of English Springer,English Springer,7406
1615,Image of English Springer,English Springer,2924
1616,Image of English Springer,English Springer,2286
1617,Image of English Springer,English Springer,5006
1618,Image of English Springer,English Springer,8922
1619,Image of English Springer,English Springer,8799
1620,Image of English Springer,English Springer,3016
1621,Image of English Springer,English Springer,9160
1622,Image of English Springer,English Springer,3608
1623,Image of English Springer,English Springer,8476
1624,Image of English Springer,English Springer,5491
1625,Image of English Springer,English Springer,7636
1626,Image of English Springer,English Springer,7974
1627,Image of English Springer,English Springer,5941
1628,Image of English Springer,English Springer,4462
1629,Image of English Springer,English Springer,3413
1630,Image of English Springer,English Springer,7066
1631,Image of English Springer,English Springer,5348
1632,Image of English Springer,English Springer,6052
1633,Image of English Springer,English Springer,1835
1634,Image of English Springer,English Springer,4209
1635,Image of English Springer,English Springer,3446
1636,Image of English Springer,English Springer,8860
1637,Image of English Springer,English Springer,7365
1638,Image of English Springer,English Springer,9433
1639,Image of English Springer,English Springer,4520
1640,Image of English Springer,English Springer,9168
1641,Image of English Springer,English Springer,7039
1642,Image of English Springer,English Springer,5281
1643,Image of English Springer,English Springer,6912
1644,Image of English Springer,English Springer,2725
1645,Image of English Springer,English Springer,8072
1646,Image of English Springer,English Springer,3714
1647,Image of English Springer,English Springer,9786
1648,Image of English Springer,English Springer,3145
1649,Image of English Springer,English Springer,7514
1650,Image of English Springer,English Springer,2563
1651,Image of English Springer,English Springer,1062
1652,Image of English Springer,English Springer,3297
1653,Image of English Springer,English Springer,8135
1654,Image of English Springer,English Springer,7480
1655,Image of English Springer,English Springer,5684
1656,Image of English Springer,English Springer,4141
1657,Image of English Springer,English Springer,4380
1658,Image of English Springer,English Springer,5529
1659,Image of English Springer,English Springer,4060
1660,Image of English Springer,English Springer,4306
1661,Image of English Springer,English Springer,3797
1662,Image of English Springer,English Springer,2841
1663,Image of English Springer,English Springer,6398
1664,Image of English Springer,English Springer,1597
1665,Image of English Springer,English Springer,5192
1666,Image of English Springer,English Springer,6619
1667,Image of English Springer,English Springer,5578
1668,Image of English Springer,English Springer,4493
1669,Image of English Springer,English Springer,2095
1670,Image of English Springer,English Springer,5065
1671,Image of English Springer,English Springer,6431
1672,Image of English Springer,English Springer,6536
1673,Image of English Springer,English Springer,1926
1674,Image of English Springer,English Springer,9251
1675,Image of English Springer,English Springer,1905
1676,Image of English Springer,English Springer,5278
1677,Image of English Springer,English Springer,8180
1678,Image of English Springer,English Springer,6489
1679,Image of English Springer,English Springer,9785
1680,Image of English Springer,English Springer,2503
1681,Image of English Springer,English Springer,8569
1682,Image of English Springer,English Springer,9310
1683,Image of English Springer,English Springer,6393
1684,Image of English Springer,English Springer,8864
1685,Image of English Springer,English Springer,8617
1686,Image of English Springer,English Springer,7915
1687,Image of English Springer,English Springer,6992
1688,Image of English Springer,English Springer,4318
1689,Image of English Springer,English Springer,8580
1690,Image of English Springer,English Springer,5483
1691,Image of English Springer,English Springer,7089
1692,Image of English Springer,English Springer,9101
1693,Image of English Springer,English Springer,2738
1694,Image of English Springer,English Springer,8653
1695,Image of English Springer,English Springer,5898
1696,Image of English Springer,English Springer,1405
1697,Image of English Springer,English Springer,5922
1698,Image of English Springer,English Springer,6003
1699,Image of English Springer,English Springer,9059
1700,Image of English Springer,English Springer,8409
1701,Image of English Springer,English Springer,7566
1702,Image of English Springer,English Springer,3495
1703,Image of English Springer,English Springer,4324
1704,Image of English Springer,English Springer,6110
1705,Image of English Springer,English Springer,8047
1706,Image of English Springer,English Springer,5946
1707,Image of English Springer,English Springer,4789
1708,Image of English Springer,English Springer,1397
1709,Image of English Springer,English Springer,5401
1710,Image of English Springer,English Springer,9768
1711,Image of English Springer,English Springer,5597
1712,Image of English Springer,English Springer,9534
1713,Image of English Springer,English Springer,5694
1714,Image of English Springer,English Springer,4414
1715,Image of English Springer,English Springer,9035
1716,Image of English Springer,English Springer,2272
1717,Image of English Springer,English Springer,4964
1718,Image of English Springer,English Springer,9371
1719,Image of English Springer,English Springer,3717
1720,Image of English Springer,English Springer,1658
1721,Image of English Springer,English Springer,7909
1722,Image of English Springer,English Springer,6141
1723,Image of English Springer,English Springer,8451
1724,Image of English Springer,English Springer,2695
1725,Image of English Springer,English Springer,4044
1726,Image of English Springer,English Springer,2879
1727,Image of English Springer,English Springer,8238
1728,Image of English Springer,English Springer,8055
1729,Image of English Springer,English Springer,7168
1730,Image of English Springer,English Springer,1511
1731,Image of English Springer,English Springer,2768
1732,Image of English Springer,English Springer,3745
1733,Image of English Springer,English Springer,4915
1734,Image of English Springer,English Springer,2716
1735,Image of English Springer,English Springer,6187
1736,Image of English Springer,English Springer,7709
1737,Image of English Springer,English Springer,6176
1738,Image of English Springer,English Springer,3145
1739,Image of English Springer,English Springer,1019
1740,Image of English Springer,English Springer,7401
1741,Image of English Springer,English Springer,4649
1742,Image of English Springer,English Springer,7210
1743,Image of English Springer,English Springer,9961
1744,Image of English Springer,English Springer,2727
1745,Image of English Springer,English Springer,1240
1746,Image of English Springer,English Springer,4111
1747,Image of English Springer,English Springer,3928
1748,Image of English Springer,English Springer,3024
1749,Image of English Springer,English Springer,3073
1750,Image of English Springer,English Springer,8192
1751,Image of English Springer,English Springer,9053
1752,Image of English Springer,English Springer,2105
1753,Image of English Springer,English Springer,8426
1754,Image of English Springer,English Springer,3665
1755,Image of English Springer,English Springer,8508
1756,Image of English Springer,English Springer,2898
1757,Image of English Springer,English Springer,3275
1758,Image of English Springer,English Springer,2387
1759,Image of English Springer,English Springer,6404
1760,Image of English Springer,English Springer,1023
1761,Image of English Springer,English Springer,8977
1762,Image of English Springer,English Springer,1376
1763,Image of English Springer,English Springer,3510
1764,Image of English Springer,English Springer,6668
1765,Image of English Springer,English Springer,7550
1766,Image of English Springer,English Springer,3958
1767,Image of English Springer,English Springer,1946
1768,Image of English Springer,English Springer,4867
1769,Image of English Springer,English Springer,1209
1770,Image of English Springer,English Springer,2671
1771,Image of English Springer,English Springer,6509
1772,Image of English Springer,English Springer,8865
1773,Image of English Springer,English Springer,3542
1774,Image of English Springer,English Springer,6016
1775,Image of English Springer,English Springer,8397
1776,Image of English Springer,English Springer,7872
1777,Image of English Springer,English Springer,4144
1778,Image of English Springer,English Springer,5243
1779,Image of English Springer,English Springer,6774
1780,Image of English Springer,English Springer,6053
1781,Image of English Springer,English Springer,2932
1782,Image of English Springer,English Springer,3865
1783,Image of English Springer,English Springer,1458
1784,Image of English Springer,English Springer,6529
1785,Image of English Springer,English Springer,7005
1786,Image of English Springer,English Springer,8680
1787,Image of English Springer,English Springer,9010
1788,Image of English Springer,English Springer,2435
1789,Image of English Springer,English Springer,6480
1790,Image of English Springer,English Springer,7553
1791,Image of English Springer,English Springer,9101
1792,Image of English Springer,English Springer,2764
1793,Image of English Springer,English Springer,3622
1794,Image of English Springer,English Springer,9354
1795,Image of English Springer,English Springer,2881
1796,Image of English Springer,English Springer,5950
1797,Image of English Springer,English Springer,1922
1798,Image of English Springer,English Springer,3444
1799,Image of English Springer,English Springer,3138
1800,Image of English Springer,English Springer,8180
1801,Image of English Springer,English Springer,6070
1802,Image of English Springer,English Springer,6315
1803,Image of English Springer,English Springer,3181
1804,Image of English Springer,English Springer,9388
1805,Image of English Springer,English Springer,7052
1806,Image of English Springer,English Springer,1091
1807,Image of English Springer,English Springer,7783
1808,Image of English Springer,English Springer,4734
1809,Image of English Springer,English Springer,7697
1810,Image of English Springer,English Springer,2480
1811,Image of English Springer,English Springer,3890
1812,Image of English Springer,English Springer,5404
1813,Image of English Springer,English Springer,2177
1814,Image of English Springer,English Springer,3058
1815,Image of English Springer,English Springer,8895
1816,Image of English Springer,English Springer,3291
1817,Image of English Springer,English Springer,5454
1818,Image of English Springer,English Springer,2129
1819,Image of English Springer,English Springer,1941
1820,Image of English Springer,English Springer,8562
1821,Image of English Springer,English Springer,3331
1822,Image of English Springer,English Springer,2997
1823,Image of English Springer,English Springer,8512
1824,Image of English Springer,English Springer,7313
1825,Image of English Springer,English Springer,2752
1826,Image of English Springer,English Springer,9370
1827,Image of English Springer,English Springer,5606
1828,Image of English Springer,English Springer,5251
1829,Image of English Springer,English Springer,9785
1830,Image of English Springer,English Springer,3180
1831,Image of English Springer,English Springer,4528
1832,Image of English Springer,English Springer,6514
1833,Image of English Springer,English Springer,1528
1834,Image of English Springer,English Springer,3901
1835,Image of English Springer,English Springer,3124
1836,Image of English Springer,English Springer,9713
1837,Image of English Springer,English Springer,7830
1838,Image of English Springer,English Springer,4557
1839,Image of English Springer,English Springer,6307
1840,Image of English Springer,English Springer,5006
1841,Image of English Springer,English Springer,2948
1842,Image of English Springer,English Springer,3406
1843,Image of English Springer,English Springer,1980
1844,Image of English Springer,English Springer,6864
1845,Image of English Springer,English Springer,9482
1846,Image of English Springer,English Springer,8265
1847,Image of English Springer,English Springer,5555
1848,Image of English Springer,English Springer,2141
1849,Image of English Springer,English Springer,6678
1850,Image of English Springer,English Springer,9254
1851,Image of English Springer,English Springer,6869
1852,Image of English Springer,English Springer,3297
1853,Image of English Springer,English Springer,5423
1854,Image of English Springer,English Springer,3463
1855,Image of English Springer,English Springer,2877
1856,Image of English Springer,English Springer,7930
1857,Image of English Springer,English Springer,3568
1858,Image of English Springer,English Springer,6356
1859,Image of English Springer,English Springer,5266
1860,Image of English Springer,English Springer,8107
1861,Image of English Springer,English Springer,4128
1862,Image of English Springer,English Springer,4537
1863,Image of English Springer,English Springer,8439
1864,Image of English Springer,English Springer,7493
1865,Image of English Springer,English Springer,2096
1866,Image of English Springer,English Springer,9885
1867,Image of English Springer,English Springer,3999
1868,Image of English Springer,English Springer,6010
1869,Image of English Springer,English Springer,2500
1870,Image of English Springer,English Springer,7379
1871,Image of English Springer,English Springer,4309
1872,Image of English Springer,English Springer,2370
1873,Image of English Springer,English Springer,9258
1874,Image of English Springer,English Springer,2896
1875,Image of English Springer,English Springer,3273
1876,Image of English Springer,English Springer,1812
1877,Image of English Springer,English Springer,2358
1878,Image of English Springer,English Springer,5021
1879,Image of English Springer,English Springer,4196
1880,Image of English Springer,English Springer,2489
1881,Image of English Springer,English Springer,8770
1882,Image of English Springer,English Springer,6338
1883,Image of English Springer,English Springer,5860
1884,Image of English Springer,English Springer,3908
1885,Image of English Springer,English Springer,5417
1886,Image of English Springer,English Springer,8733
1887,Image of English Springer,English Springer,5061
1888,Image of English Springer,English Springer,3790
1889,Image of English Springer,English Springer,5193
1890,Image of English Springer,English Springer,4462
1891,Image of English Springer,English Springer,9606
1892,Image of English Springer,English Springer,2828
1893,Image of English Springer,English Springer,6523
1894,Image of English Springer,English Springer,3693
1895,Image of English Springer,English Springer,5644
1896,Image of English Springer,English Springer,8930
1897,Image of English Springer,English Springer,8355
1898,Image of English Springer,English Springer,7649
1899,Image of English Springer,English Springer,5540
1900,Image of English Springer,English Springer,1717
1901,Image of English Springer,English Springer,9167
1902,Image of English Springer,English Springer,1955
1903,Image of English Springer,English Springer,6904
1904,Image of English Springer,English Springer,1528
1905,Image of English Springer,English Springer,1373
1906,Image of English Springer,English Springer,5238
1907,Image of English Springer,English Springer,7926
1908,Image of English Springer,English Springer,5883
1909,Image of English Springer,English Springer,8739
1910,Image of English Springer,English Springer,3058
1911,Image of English Springer,English Springer,4525
1912,Image of English Springer,English Springer,4144
1913,Image of English Springer,English Springer,9240
1914,Image of English Springer,English Springer,3710
1915,Image of English Springer,English Springer,7649
1916,Image of English Springer,English Springer,4286
1917,Image of English Springer,English Springer,5346
1918,Image of English Springer,English Springer,4031
1919,Image of English Springer,English Springer,9719
1920,Image of English Springer,English Springer,3133
1921,Image of English Springer,English Springer,9476
1922,Image of English Springer,English Springer,9209
1923,Image of English Springer,English Springer,8952
1924,Image of English Springer,English Springer,3621
1925,Image of English Springer,English Springer,4539
1926,Image of English Springer,English Springer,2473
1927,Image of English Springer,English Springer,8314
1928,Image of English Springer,English Springer,4339
1929,Image of English Springer,English Springer,7305
1930,Image of English Springer,English Springer,7181
1931,Image of English Springer,English Springer,1153
1932,Image of English Springer,English Springer,7901
1933,Image of English Springer,English Springer,6006
1934,Image of English Springer,English Springer,2460
1935,Image of English Springer,English Springer,5796
1936,Image of English Springer,English Springer,2686
1937,Image of English Springer,English Springer,7441
1938,Image of English Springer,English Springer,6264
1939,Image of English Springer,English Springer,7583
1940,Image of English Springer,English Springer,8319
1941,Image of English Springer,English Springer,4382
1942,Image of English Springer,English Springer,2838
1943,Image of English Springer,English Springer,5486
1944,Image of English Springer,English Springer,9687
1945,Image of English Springer,English Springer,4861
1946,Image of English Springer,English Springer,2924
1947,Image of English Springer,English Springer,2617
1948,Image of English Springer,English Springer,1541
1949,Image of English Springer,English Springer,4517
1950,Image of English Springer,English Springer,8992
1951,Image of English Springer,English Springer,1253
1952,Image of English Springer,English Springer,4458
1953,Image of English Springer,English Springer,7325
1954,Image of English Springer,English Springer,3108
1955,Image of English Springer,English Springer,4958
1956,Image of English Springer,English Springer,3452
1957,Image of English Springer,English Springer,2799
1958,Image of English Springer,English Springer,1584
1959,Image of English Springer,English Springer,7132
1960,Image of English Springer,English Springer,8114
1961,Image of English Springer,English Springer,3398
1962,Image of English Springer,English Springer,3003
1963,Image of English Springer,English Springer,9100
1964,Image of English Springer,English Springer,4352
1965,Image of English Springer,English Springer,7521
1966,Image of English Springer,English Springer,3759
1967,Image of English Springer,English Springer,9535
1968,Image of English Springer,English Springer,1694
1969,Image of English Springer,English Springer,3746
1970,Image of English Springer,English Springer,4109
1971,Image of English Springer,English Springer,7903
1972,Image of English Springer,English Springer,6888
1973,Image of English Springer,English Springer,3859
1974,Image of English Springer,English Springer,5887
1975,Image of English Springer,English Springer,5345
1976,Image of English Springer,English Springer,2747
1977,Image of English Springer,English Springer,2964
1978,Image of English Springer,English Springer,4467
1979,Image of English Springer,English Springer,8516
1980,Image of English Springer,English Springer,8858
1981,Image of English Springer,English Springer,2857
1982,Image of English Springer,English Springer,1584
1983,Image of English Springer,English Springer,8010
1984,Image of English Springer,English Springer,8685
1985,Image of English Springer,English Springer,5307
1986,Image of English Springer,English Springer,8820
1987,Image of English Springer,English Springer,7715
1988,Image of English Springer,English Springer,5692
1989,Image of English Springer,English Springer,8686
1990,Image of English Springer,English Springer,1781
1991,Image of English Springer,English Springer,7699
1992,Image of English Springer,English Springer,6432
1993,Image of English Springer,English Springer,1779
1994,Image of English Springer,English Springer,2143
1995,Image of English Springer,English Springer,7443
1996,Image of English Springer,English Springer,4748
1997,Image of English Springer,English Springer,5678
1998,Image of English Springer,English Springer,7703
1999,Image of English Springer,English Springer,2050
2000,Image of Golf Ball,Golf Ball,4814
2001,Image of Golf Ball,Golf Ball,1481
2002,Image of Golf Ball,Golf Ball,4398
2003,Image of Golf Ball,Golf Ball,2021
2004,Image of Golf Ball,Golf Ball,9397
2005,Image of Golf Ball,Golf Ball,9580
2006,Image of Golf Ball,Golf Ball,6914
2007,Image of Golf Ball,Golf Ball,3055
2008,Image of Golf Ball,Golf Ball,6891
2009,Image of Golf Ball,Golf Ball,2857
2010,Image of Golf Ball,Golf Ball,3522
2011,Image of Golf Ball,Golf Ball,1198
2012,Image of Golf Ball,Golf Ball,4352
2013,Image of Golf Ball,Golf Ball,4297
2014,Image of Golf Ball,Golf Ball,7230
2015,Image of Golf Ball,Golf Ball,7736
2016,Image of Golf Ball,Golf Ball,8913
2017,Image of Golf Ball,Golf Ball,9333
2018,Image of Golf Ball,Golf Ball,2687
2019,Image of Golf Ball,Golf Ball,2763
2020,Image of Golf Ball,Golf Ball,4501
2021,Image of Golf Ball,Golf Ball,3861
2022,Image of Golf Ball,Golf Ball,7717
2023,Image of Golf Ball,Golf Ball,1179
2024,Image of Golf Ball,Golf Ball,1163
2025,Image of Golf Ball,Golf Ball,8954
2026,Image of Golf Ball,Golf Ball,7664
2027,Image of Golf Ball,Golf Ball,2826
2028,Image of Golf Ball,Golf Ball,2454
2029,Image of Golf Ball,Golf Ball,2054
2030,Image of Golf Ball,Golf Ball,4625
2031,Image of Golf Ball,Golf Ball,6894
2032,Image of Golf Ball,Golf Ball,8562
2033,Image of Golf Ball,Golf Ball,3226
2034,Image of Golf Ball,Golf Ball,6308
2035,Image of Golf Ball,Golf Ball,3061
2036,Image of Golf Ball,Golf Ball,3863
2037,Image of Golf Ball,Golf Ball,4874
2038,Image of Golf Ball,Golf Ball,6204
2039,Image of Golf Ball,Golf Ball,8527
2040,Image of Golf Ball,Golf Ball,7906
2041,Image of Golf Ball,Golf Ball,8606
2042,Image of Golf Ball,Golf Ball,7974
2043,Image of Golf Ball,Golf Ball,1193
2044,Image of Golf Ball,Golf Ball,2060
2045,Image of Golf Ball,Golf Ball,5290
2046,Image of Golf Ball,Golf Ball,3571
2047,Image of Golf Ball,Golf Ball,3787
2048,Image of Golf Ball,Golf Ball,1144
2049,Image of Golf Ball,Golf Ball,7283
2050,Image of Golf Ball,Golf Ball,9153
2051,Image of Golf Ball,Golf Ball,7484
2052,Image of Golf Ball,Golf Ball,6390
2053,Image of Golf Ball,Golf Ball,1056
2054,Image of Golf Ball,Golf Ball,9350
2055,Image of Golf Ball,Golf Ball,6500
2056,Image of Golf Ball,Golf Ball,1974
2057,Image of Golf Ball,Golf Ball,7751
2058,Image of Golf Ball,Golf Ball,8590
2059,Image of Golf Ball,Golf Ball,2001
2060,Image of Golf Ball,Golf Ball,3913
2061,Image of Golf Ball,Golf Ball,7748
2062,Image of Golf Ball,Golf Ball,8134
2063,Image of Golf Ball,Golf Ball,4792
2064,Image of Golf Ball,Golf Ball,9219
2065,Image of Golf Ball,Golf Ball,5521
2066,Image of Golf Ball,Golf Ball,3610
2067,Image of Golf Ball,Golf Ball,5079
2068,Image of Golf Ball,Golf Ball,6699
2069,Image of Golf Ball,Golf Ball,9498
2070,Image of Golf Ball,Golf Ball,5477
2071,Image of Golf Ball,Golf Ball,5734
2072,Image of Golf Ball,Golf Ball,5837
2073,Image of Golf Ball,Golf Ball,8928
2074,Image of Golf Ball,Golf Ball,7547
2075,Image of Golf Ball,Golf Ball,7957
2076,Image of Golf Ball,Golf Ball,3433
2077,Image of Golf Ball,Golf Ball,7924
2078,Image of Golf Ball,Golf Ball,3645
2079,Image of Golf Ball,Golf Ball,6344
2080,Image of Golf Ball,Golf Ball,1690
2081,Image of Golf Ball,Golf Ball,5311
