case_number,data,prompt,artist,evaluation_seed
698,generic_artists_prompts,a piece of art of Gabriel Ba,Gabriel Ba,1085
699,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Gabriel Ba,Gabriel Ba,3412
700,generic_artists_prompts,a design of Abigail Larson,Abigail Larson,3936
701,generic_artists_prompts,a painting of Abigail Larson,Abigail Larson,4559
702,generic_artists_prompts,a piece of art of Abigail Larson,Abigail Larson,2101
703,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Abigail Larson,Abigail Larson,2095
704,generic_artists_prompts,a design of Ajin: Demi-Human,Ajin: Demi-Human,7969
705,generic_artists_prompts,a painting of Ajin: Demi-Human,Ajin: Demi-Human,7559
706,generic_artists_prompts,a piece of art of Ajin: Demi-Human,Ajin: Demi-Human,3684
707,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Ajin: Demi-Human,Ajin: Demi-Human,1107
708,generic_artists_prompts,a design of Alec Soth,Alec Soth,4190
709,generic_artists_prompts,a painting of Alec Soth,Alec Soth,8731
710,generic_artists_prompts,a piece of art of Alec Soth,Alec Soth,6109
711,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Alec Soth,Alec Soth,574
712,generic_artists_prompts,a design of Alena Aenami,Alena Aenami,8374
713,generic_artists_prompts,a painting of Alena Aenami,Alena Aenami,8060
714,generic_artists_prompts,a piece of art of Alena Aenami,Alena Aenami,6191
715,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Alena Aenami,Alena Aenami,478
716,generic_artists_prompts,a design of Alvaro Siza Vieira,Alvaro Siza Vieira,5276
717,generic_artists_prompts,a painting of Alvaro Siza Vieira,Alvaro Siza Vieira,9563
718,generic_artists_prompts,a piece of art of Alvaro Siza Vieira,Alvaro Siza Vieira,3876
719,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Alvaro Siza Vieira,Alvaro Siza Vieira,6781
720,generic_artists_prompts,a design of André Kertész,André Kertész,885
721,generic_artists_prompts,a painting of André Kertész,André Kertész,4447
722,generic_artists_prompts,a piece of art of André Kertész,André Kertész,3269
723,generic_artists_prompts,an image in the style ofa reproduction of the famous art of André Kertész,André Kertész,2388
724,generic_artists_prompts,a design of Asaf Hanuka,Asaf Hanuka,4963
725,generic_artists_prompts,a painting of Asaf Hanuka,Asaf Hanuka,3426
726,generic_artists_prompts,a piece of art of Asaf Hanuka,Asaf Hanuka,5267
727,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Asaf Hanuka,Asaf Hanuka,1468
728,generic_artists_prompts,a design of Bridget Riley,Bridget Riley,7310
729,generic_artists_prompts,a painting of Bridget Riley,Bridget Riley,1822
730,generic_artists_prompts,a piece of art of Bridget Riley,Bridget Riley,8446
731,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Bridget Riley,Bridget Riley,3969
732,generic_artists_prompts,a design of Glen Keane,Glen Keane,6161
733,generic_artists_prompts,a painting of Glen Keane,Glen Keane,8433
734,generic_artists_prompts,a piece of art of Glen Keane,Glen Keane,5033
735,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Glen Keane,Glen Keane,3990
736,generic_artists_prompts,a design of John Constable,John Constable,2162
737,generic_artists_prompts,a painting of John Constable,John Constable,7212
738,generic_artists_prompts,a piece of art of John Constable,John Constable,7717
739,generic_artists_prompts,an image in the style ofa reproduction of the famous art of John Constable,John Constable,6780
740,generic_artists_prompts,a design of Andy Warhol,Andy Warhol,2003
741,generic_artists_prompts,a painting of Andy Warhol,Andy Warhol,7952
742,generic_artists_prompts,a piece of art of Andy Warhol,Andy Warhol,1359
743,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Andy Warhol,Andy Warhol,1191
744,generic_artists_prompts,a design of Kirbi Fagan,Kirbi Fagan,2174
745,generic_artists_prompts,a painting of Kirbi Fagan,Kirbi Fagan,9048
746,generic_artists_prompts,a piece of art of Kirbi Fagan,Kirbi Fagan,3964
747,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Kirbi Fagan,Kirbi Fagan,4024
748,generic_artists_prompts,a design of Nicky Boehme,Nicky Boehme,7065
749,generic_artists_prompts,a painting of Nicky Boehme,Nicky Boehme,3694
750,generic_artists_prompts,a piece of art of Nicky Boehme,Nicky Boehme,1032
751,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Nicky Boehme,Nicky Boehme,5249
752,generic_artists_prompts,a design of Tokyo Ghoul,Tokyo Ghoul,399
753,generic_artists_prompts,a painting of Tokyo Ghoul,Tokyo Ghoul,2381
754,generic_artists_prompts,a piece of art of Tokyo Ghoul,Tokyo Ghoul,9937
755,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Tokyo Ghoul,Tokyo Ghoul,2866
756,generic_artists_prompts,a design of Muhammad Nafay,Muhammad Nafay,4782
757,generic_artists_prompts,a painting of Muhammad Nafay,Muhammad Nafay,3381
758,generic_artists_prompts,a piece of art of Muhammad Nafay,Muhammad Nafay,5962
759,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Muhammad Nafay,Muhammad Nafay,5543
760,generic_artists_prompts,a design of Feng Zhu,Feng Zhu,3528
761,generic_artists_prompts,a painting of Feng Zhu,Feng Zhu,3979
762,generic_artists_prompts,a piece of art of Feng Zhu,Feng Zhu,1212
763,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Feng Zhu,Feng Zhu,7269
764,generic_artists_prompts,a design of Jean Giraud,Jean Giraud,2732
765,generic_artists_prompts,a painting of Jean Giraud,Jean Giraud,1944
766,generic_artists_prompts,a piece of art of Jean Giraud,Jean Giraud,5102
767,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Jean Giraud,Jean Giraud,613
768,generic_artists_prompts,a design of Thomas Kinkade,Thomas Kinkade,216
769,generic_artists_prompts,a painting of Thomas Kinkade,Thomas Kinkade,6529
770,generic_artists_prompts,a piece of art of Thomas Kinkade,Thomas Kinkade,4362
771,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Thomas Kinkade,Thomas Kinkade,3838
772,generic_artists_prompts,a design of Michael Whelan,Michael Whelan,2585
773,generic_artists_prompts,a painting of Michael Whelan,Michael Whelan,5386
774,generic_artists_prompts,a piece of art of Michael Whelan,Michael Whelan,2401
775,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Michael Whelan,Michael Whelan,4428
776,generic_artists_prompts,a design of Tyler Edlin,Tyler Edlin,4793
777,generic_artists_prompts,a painting of Tyler Edlin,Tyler Edlin,3802
778,generic_artists_prompts,a piece of art of Tyler Edlin,Tyler Edlin,8668
779,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Tyler Edlin,Tyler Edlin,4668
780,generic_artists_prompts,a design of John Blanche,John Blanche,8852
781,generic_artists_prompts,a painting of John Blanche,John Blanche,9730
782,generic_artists_prompts,a piece of art of John Blanche,John Blanche,8073
783,generic_artists_prompts,an image in the style ofa reproduction of the famous art of John Blanche,John Blanche,8824
784,generic_artists_prompts,a design of Simon Stålenhag,Simon Stålenhag,5868
785,generic_artists_prompts,a painting of Simon Stålenhag,Simon Stålenhag,9074
786,generic_artists_prompts,a piece of art of Simon Stålenhag,Simon Stålenhag,8961
787,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Simon Stålenhag,Simon Stålenhag,8
788,generic_artists_prompts,a design of Kilian Eng,Kilian Eng,6593
789,generic_artists_prompts,a painting of Kilian Eng,Kilian Eng,1683
790,generic_artists_prompts,a piece of art of Kilian Eng,Kilian Eng,1337
791,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Kilian Eng,Kilian Eng,2265
792,generic_artists_prompts,a design of Gabriel Ba,Gabriel Ba,913
793,generic_artists_prompts,a painting of Gabriel Ba,Gabriel Ba,3664
794,generic_artists_prompts,a piece of art of Gabriel Ba,Gabriel Ba,5268
795,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Gabriel Ba,Gabriel Ba,7452
796,generic_artists_prompts,a design of Abigail Larson,Abigail Larson,6116
797,generic_artists_prompts,a painting of Abigail Larson,Abigail Larson,9030
798,generic_artists_prompts,a piece of art of Abigail Larson,Abigail Larson,6190
799,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Abigail Larson,Abigail Larson,83
800,generic_artists_prompts,a design of Ajin: Demi-Human,Ajin: Demi-Human,373
801,generic_artists_prompts,a painting of Ajin: Demi-Human,Ajin: Demi-Human,2359
802,generic_artists_prompts,a piece of art of Ajin: Demi-Human,Ajin: Demi-Human,5079
803,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Ajin: Demi-Human,Ajin: Demi-Human,4714
804,generic_artists_prompts,a design of Alec Soth,Alec Soth,5765
805,generic_artists_prompts,a painting of Alec Soth,Alec Soth,1205
806,generic_artists_prompts,a piece of art of Alec Soth,Alec Soth,5077
807,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Alec Soth,Alec Soth,1413
808,generic_artists_prompts,a design of Alena Aenami,Alena Aenami,7705
809,generic_artists_prompts,a painting of Alena Aenami,Alena Aenami,7646
810,generic_artists_prompts,a piece of art of Alena Aenami,Alena Aenami,3108
811,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Alena Aenami,Alena Aenami,9244
812,generic_artists_prompts,a design of Alvaro Siza Vieira,Alvaro Siza Vieira,6994
813,generic_artists_prompts,a painting of Alvaro Siza Vieira,Alvaro Siza Vieira,6873
814,generic_artists_prompts,a piece of art of Alvaro Siza Vieira,Alvaro Siza Vieira,8000
815,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Alvaro Siza Vieira,Alvaro Siza Vieira,5951
816,generic_artists_prompts,a design of André Kertész,André Kertész,7304
817,generic_artists_prompts,a painting of André Kertész,André Kertész,2774
818,generic_artists_prompts,a piece of art of André Kertész,André Kertész,6880
819,generic_artists_prompts,an image in the style ofa reproduction of the famous art of André Kertész,André Kertész,8292
820,generic_artists_prompts,a design of Asaf Hanuka,Asaf Hanuka,5869
821,generic_artists_prompts,a painting of Asaf Hanuka,Asaf Hanuka,8681
822,generic_artists_prompts,a piece of art of Asaf Hanuka,Asaf Hanuka,4527
823,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Asaf Hanuka,Asaf Hanuka,7053
824,generic_artists_prompts,a design of Bridget Riley,Bridget Riley,840
825,generic_artists_prompts,a painting of Bridget Riley,Bridget Riley,4983
826,generic_artists_prompts,a piece of art of Bridget Riley,Bridget Riley,4155
827,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Bridget Riley,Bridget Riley,8861
828,generic_artists_prompts,a design of Glen Keane,Glen Keane,2240
829,generic_artists_prompts,a painting of Glen Keane,Glen Keane,2323
830,generic_artists_prompts,a piece of art of Glen Keane,Glen Keane,7136
831,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Glen Keane,Glen Keane,2262
832,generic_artists_prompts,a design of John Constable,John Constable,752
833,generic_artists_prompts,a painting of John Constable,John Constable,6316
834,generic_artists_prompts,a piece of art of John Constable,John Constable,6873
835,generic_artists_prompts,an image in the style ofa reproduction of the famous art of John Constable,John Constable,5278
836,generic_artists_prompts,a design of Andy Warhol,Andy Warhol,6336
837,generic_artists_prompts,a painting of Andy Warhol,Andy Warhol,5790
838,generic_artists_prompts,a piece of art of Andy Warhol,Andy Warhol,8438
839,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Andy Warhol,Andy Warhol,5346
840,generic_artists_prompts,a design of Kirbi Fagan,Kirbi Fagan,3682
841,generic_artists_prompts,a painting of Kirbi Fagan,Kirbi Fagan,6522
842,generic_artists_prompts,a piece of art of Kirbi Fagan,Kirbi Fagan,3058
843,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Kirbi Fagan,Kirbi Fagan,2276
844,generic_artists_prompts,a design of Nicky Boehme,Nicky Boehme,279
845,generic_artists_prompts,a painting of Nicky Boehme,Nicky Boehme,8322
846,generic_artists_prompts,a piece of art of Nicky Boehme,Nicky Boehme,1508
847,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Nicky Boehme,Nicky Boehme,4698
848,generic_artists_prompts,a design of Tokyo Ghoul,Tokyo Ghoul,1212
849,generic_artists_prompts,a painting of Tokyo Ghoul,Tokyo Ghoul,7260
850,generic_artists_prompts,a piece of art of Tokyo Ghoul,Tokyo Ghoul,7582
851,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Tokyo Ghoul,Tokyo Ghoul,1524
852,generic_artists_prompts,a design of Muhammad Nafay,Muhammad Nafay,4249
853,generic_artists_prompts,a painting of Muhammad Nafay,Muhammad Nafay,7447
854,generic_artists_prompts,a piece of art of Muhammad Nafay,Muhammad Nafay,2740
855,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Muhammad Nafay,Muhammad Nafay,9751
856,generic_artists_prompts,a design of Feng Zhu,Feng Zhu,9306
857,generic_artists_prompts,a painting of Feng Zhu,Feng Zhu,1211
858,generic_artists_prompts,a piece of art of Feng Zhu,Feng Zhu,3240
859,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Feng Zhu,Feng Zhu,6230
860,generic_artists_prompts,a design of Jean Giraud,Jean Giraud,7462
861,generic_artists_prompts,a painting of Jean Giraud,Jean Giraud,5236
862,generic_artists_prompts,a piece of art of Jean Giraud,Jean Giraud,365
863,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Jean Giraud,Jean Giraud,5538
864,generic_artists_prompts,a design of Thomas Kinkade,Thomas Kinkade,9109
865,generic_artists_prompts,a painting of Thomas Kinkade,Thomas Kinkade,4795
866,generic_artists_prompts,a piece of art of Thomas Kinkade,Thomas Kinkade,6035
867,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Thomas Kinkade,Thomas Kinkade,1399
868,generic_artists_prompts,a design of Michael Whelan,Michael Whelan,9662
869,generic_artists_prompts,a painting of Michael Whelan,Michael Whelan,7795
870,generic_artists_prompts,a piece of art of Michael Whelan,Michael Whelan,4728
871,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Michael Whelan,Michael Whelan,2274
872,generic_artists_prompts,a design of Tyler Edlin,Tyler Edlin,654
873,generic_artists_prompts,a painting of Tyler Edlin,Tyler Edlin,478
874,generic_artists_prompts,a piece of art of Tyler Edlin,Tyler Edlin,5427
875,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Tyler Edlin,Tyler Edlin,7563
876,generic_artists_prompts,a design of John Blanche,John Blanche,1080
877,generic_artists_prompts,a painting of John Blanche,John Blanche,3136
878,generic_artists_prompts,a piece of art of John Blanche,John Blanche,6757
879,generic_artists_prompts,an image in the style ofa reproduction of the famous art of John Blanche,John Blanche,9551
880,generic_artists_prompts,a design of Simon Stålenhag,Simon Stålenhag,2126
881,generic_artists_prompts,a painting of Simon Stålenhag,Simon Stålenhag,9283
882,generic_artists_prompts,a piece of art of Simon Stålenhag,Simon Stålenhag,9455
883,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Simon Stålenhag,Simon Stålenhag,3174
884,generic_artists_prompts,a design of Kilian Eng,Kilian Eng,9737
885,generic_artists_prompts,a painting of Kilian Eng,Kilian Eng,1284
886,generic_artists_prompts,a piece of art of Kilian Eng,Kilian Eng,2922
887,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Kilian Eng,Kilian Eng,4793
888,generic_artists_prompts,a design of Gabriel Ba,Gabriel Ba,8493
889,generic_artists_prompts,a painting of Gabriel Ba,Gabriel Ba,4245
890,generic_artists_prompts,a piece of art of Gabriel Ba,Gabriel Ba,7833
891,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Gabriel Ba,Gabriel Ba,7446
892,generic_artists_prompts,a design of Abigail Larson,Abigail Larson,6522
893,generic_artists_prompts,a painting of Abigail Larson,Abigail Larson,9140
894,generic_artists_prompts,a piece of art of Abigail Larson,Abigail Larson,9695
895,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Abigail Larson,Abigail Larson,3679
896,generic_artists_prompts,a design of Ajin: Demi-Human,Ajin: Demi-Human,3138
897,generic_artists_prompts,a painting of Ajin: Demi-Human,Ajin: Demi-Human,1097
898,generic_artists_prompts,a piece of art of Ajin: Demi-Human,Ajin: Demi-Human,558
899,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Ajin: Demi-Human,Ajin: Demi-Human,4736
900,generic_artists_prompts,a design of Alec Soth,Alec Soth,9924
901,generic_artists_prompts,a painting of Alec Soth,Alec Soth,9579
902,generic_artists_prompts,a piece of art of Alec Soth,Alec Soth,9583
903,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Alec Soth,Alec Soth,4459
904,generic_artists_prompts,a design of Alena Aenami,Alena Aenami,6627
905,generic_artists_prompts,a painting of Alena Aenami,Alena Aenami,6474
906,generic_artists_prompts,a piece of art of Alena Aenami,Alena Aenami,9023
907,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Alena Aenami,Alena Aenami,8537
908,generic_artists_prompts,a design of Alvaro Siza Vieira,Alvaro Siza Vieira,6101
909,generic_artists_prompts,a painting of Alvaro Siza Vieira,Alvaro Siza Vieira,3781
910,generic_artists_prompts,a piece of art of Alvaro Siza Vieira,Alvaro Siza Vieira,7517
911,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Alvaro Siza Vieira,Alvaro Siza Vieira,7465
912,generic_artists_prompts,a design of André Kertész,André Kertész,1339
913,generic_artists_prompts,a painting of André Kertész,André Kertész,3741
914,generic_artists_prompts,a piece of art of André Kertész,André Kertész,6937
915,generic_artists_prompts,an image in the style ofa reproduction of the famous art of André Kertész,André Kertész,8016
916,generic_artists_prompts,a design of Asaf Hanuka,Asaf Hanuka,2612
917,generic_artists_prompts,a painting of Asaf Hanuka,Asaf Hanuka,3956
918,generic_artists_prompts,a piece of art of Asaf Hanuka,Asaf Hanuka,1693
919,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Asaf Hanuka,Asaf Hanuka,5080
920,generic_artists_prompts,a design of Bridget Riley,Bridget Riley,9107
921,generic_artists_prompts,a painting of Bridget Riley,Bridget Riley,241
922,generic_artists_prompts,a piece of art of Bridget Riley,Bridget Riley,60
923,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Bridget Riley,Bridget Riley,1230
924,generic_artists_prompts,a design of Glen Keane,Glen Keane,7120
925,generic_artists_prompts,a painting of Glen Keane,Glen Keane,7334
926,generic_artists_prompts,a piece of art of Glen Keane,Glen Keane,8813
927,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Glen Keane,Glen Keane,2506
928,generic_artists_prompts,a design of John Constable,John Constable,3530
929,generic_artists_prompts,a painting of John Constable,John Constable,346
930,generic_artists_prompts,a piece of art of John Constable,John Constable,9181
931,generic_artists_prompts,an image in the style ofa reproduction of the famous art of John Constable,John Constable,9126
932,generic_artists_prompts,a design of Andy Warhol,Andy Warhol,8787
933,generic_artists_prompts,a painting of Andy Warhol,Andy Warhol,1927
934,generic_artists_prompts,a piece of art of Andy Warhol,Andy Warhol,3835
935,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Andy Warhol,Andy Warhol,9266
936,generic_artists_prompts,a design of Kirbi Fagan,Kirbi Fagan,8146
937,generic_artists_prompts,a painting of Kirbi Fagan,Kirbi Fagan,113
938,generic_artists_prompts,a piece of art of Kirbi Fagan,Kirbi Fagan,3054
939,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Kirbi Fagan,Kirbi Fagan,2176
940,generic_artists_prompts,a design of Nicky Boehme,Nicky Boehme,5035
941,generic_artists_prompts,a painting of Nicky Boehme,Nicky Boehme,5640
942,generic_artists_prompts,a piece of art of Nicky Boehme,Nicky Boehme,9022
943,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Nicky Boehme,Nicky Boehme,258
944,generic_artists_prompts,a design of Tokyo Ghoul,Tokyo Ghoul,4702
945,generic_artists_prompts,a painting of Tokyo Ghoul,Tokyo Ghoul,6446
946,generic_artists_prompts,a piece of art of Tokyo Ghoul,Tokyo Ghoul,1158
947,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Tokyo Ghoul,Tokyo Ghoul,5452
948,generic_artists_prompts,a design of Muhammad Nafay,Muhammad Nafay,7827
949,generic_artists_prompts,a painting of Muhammad Nafay,Muhammad Nafay,7565
950,generic_artists_prompts,a piece of art of Muhammad Nafay,Muhammad Nafay,9464
951,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Muhammad Nafay,Muhammad Nafay,612
952,generic_artists_prompts,a design of Feng Zhu,Feng Zhu,5961
953,generic_artists_prompts,a painting of Feng Zhu,Feng Zhu,6127
954,generic_artists_prompts,a piece of art of Feng Zhu,Feng Zhu,8265
955,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Feng Zhu,Feng Zhu,1246
956,generic_artists_prompts,a design of Jean Giraud,Jean Giraud,7110
957,generic_artists_prompts,a painting of Jean Giraud,Jean Giraud,9981
958,generic_artists_prompts,a piece of art of Jean Giraud,Jean Giraud,8223
959,generic_artists_prompts,an image in the style ofa reproduction of the famous art of Jean Giraud,Jean Giraud,66
