case_number,prompt,evaluation_seed,level,label_str
925,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4942,5,Mario
926,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6479,5,Mario
927,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9554,5,Mario
928,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8018,5,Mario
929,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1883,5,Mario
930,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1373,5,Mario
931,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2913,5,Mario
932,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1380,5,Mario
933,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1904,5,Mario
934,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3441,5,Mario
935,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2418,5,Mario
936,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1907,5,Mario
937,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8048,5,Mario
938,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1404,5,Mario
939,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2942,5,Mario
940,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9601,5,Mario
941,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9602,5,Mario
942,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2946,5,Mario
943,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9609,5,Mario
944,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1930,5,Mario
945,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8589,5,Mario
946,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2957,5,Mario
947,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8594,5,Mario
948,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9623,5,Mario
949,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5528,5,Mario
950,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3487,5,Mario
951,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9120,5,Mario
952,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1953,5,Mario
953,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1954,5,Mario
954,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7589,5,Mario
955,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5031,5,Mario
956,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6057,5,Mario
957,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1962,5,Mario
958,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5547,5,Mario
959,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7595,5,Mario
960,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9132,5,Mario
961,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1454,5,Mario
962,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2474,5,Mario
963,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8624,5,Mario
964,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1457,5,Mario
965,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8618,5,Mario
966,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2483,5,Mario
967,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4011,5,Mario
968,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9142,5,Mario
969,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2488,5,Mario
970,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9147,5,Mario
971,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3515,5,Mario
972,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6588,5,Mario
973,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1469,5,Mario
974,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4035,5,Mario
975,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3527,5,Mario
976,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1996,5,Mario
977,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5069,5,Mario
978,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5072,5,Mario
979,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9684,5,Mario
980,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6101,5,Mario
981,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7639,5,Mario
982,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6103,5,Mario
983,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9692,5,Mario
984,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7136,5,Mario
985,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9185,5,Mario
986,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6114,5,Mario
987,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5094,5,Mario
988,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6119,5,Mario
989,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7145,5,Mario
990,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5098,5,Mario
991,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1002,5,Mario
992,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2543,5,Mario
993,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8693,5,Mario
994,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9206,5,Mario
995,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1015,5,Mario
996,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1528,5,Mario
997,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2044,5,Mario
998,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7166,5,Mario
999,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5119,5,Mario
