,case_number,prompt,evaluation_seed,label_str
744,744,The Siesta by Vincent van Gogh,2633,Vincent van Gogh
745,745,The Siesta by Vincent van Gogh,64462,Vincent van Gogh
746,746,The Siesta by Vincent van Gogh,48355,Vincent van Gogh
747,747,The Siesta by Vincent van Gogh,87661,Vincent van Gogh
748,748,The Siesta by Vincent van Gogh,3563,Vincent van Gogh
749,749,The Siesta by Vincent van Gogh,43807,Vincent van Gogh
750,750,The Siesta by Vincent van Gogh,1294,Vincent van Gogh
751,751,The Siesta by Vincent van Gogh,37024,Vincent van Gogh
752,752,The Siesta by Vincent van Gogh,86154,Vincent van Gogh
753,753,The Siesta by Vincent van Gogh,92313,Vincent van Gogh
754,754,The Siesta by Vincent van Gogh,22168,Vincent van Gogh
755,755,The Siesta by Vincent van Gogh,65616,Vincent van Gogh
756,756,The Siesta by Vincent van Gogh,371,Vincent van Gogh
757,757,The Siesta by Vincent van Gogh,16988,Vincent van Gogh
758,758,The Siesta by Vincent van Gogh,83859,Vincent van Gogh
759,759,The Siesta by Vincent van Gogh,7246,Vincent van Gogh
760,760,The Starry Night Over the Rhône by Vincent van Gogh,288,Vincent van Gogh
761,761,The Starry Night Over the Rhône by Vincent van Gogh,86268,Vincent van Gogh
762,762,The Starry Night Over the Rhône by Vincent van Gogh,26046,Vincent van Gogh
763,763,The Starry Night Over the Rhône by Vincent van Gogh,70590,Vincent van Gogh
764,764,The Starry Night Over the Rhône by Vincent van Gogh,82054,Vincent van Gogh
765,765,The Starry Night Over the Rhône by Vincent van Gogh,53752,Vincent van Gogh
766,766,The Starry Night Over the Rhône by Vincent van Gogh,3549,Vincent van Gogh
767,767,The Starry Night Over the Rhône by Vincent van Gogh,17532,Vincent van Gogh
768,768,The Starry Night Over the Rhône by Vincent van Gogh,37735,Vincent van Gogh
769,769,The Starry Night Over the Rhône by Vincent van Gogh,49043,Vincent van Gogh
770,770,The Starry Night Over the Rhône by Vincent van Gogh,33784,Vincent van Gogh
771,771,The Starry Night Over the Rhône by Vincent van Gogh,18275,Vincent van Gogh
772,772,The Starry Night Over the Rhône by Vincent van Gogh,56705,Vincent van Gogh
773,773,The Starry Night Over the Rhône by Vincent van Gogh,19602,Vincent van Gogh
774,774,The Starry Night Over the Rhône by Vincent van Gogh,81593,Vincent van Gogh
775,775,The Starry Night Over the Rhône by Vincent van Gogh,24360,Vincent van Gogh
776,776,The Starry Night Over the Rhône by Vincent van Gogh,42262,Vincent van Gogh
777,777,The Starry Night Over the Rhône by Vincent van Gogh,63182,Vincent van Gogh
778,778,The Starry Night Over the Rhône by Vincent van Gogh,26178,Vincent van Gogh
779,779,The Starry Night Over the Rhône by Vincent van Gogh,86815,Vincent van Gogh
780,780,The Starry Night by Vincent van Gogh,3629,Vincent van Gogh
781,781,The Starry Night by Vincent van Gogh,78682,Vincent van Gogh
782,782,The Starry Night by Vincent van Gogh,32109,Vincent van Gogh
783,783,The Starry Night by Vincent van Gogh,46443,Vincent van Gogh
784,784,The Starry Night by Vincent van Gogh,37618,Vincent van Gogh
785,785,The Starry Night by Vincent van Gogh,25366,Vincent van Gogh
786,786,The Starry Night by Vincent van Gogh,83687,Vincent van Gogh
787,787,The Starry Night by Vincent van Gogh,44458,Vincent van Gogh
788,788,The Starry Night by Vincent van Gogh,2296,Vincent van Gogh
789,789,The Starry Night by Vincent van Gogh,82510,Vincent van Gogh
790,790,The Starry Night by Vincent van Gogh,11152,Vincent van Gogh
791,791,The Starry Night by Vincent van Gogh,87869,Vincent van Gogh
792,792,The Starry Night by Vincent van Gogh,20125,Vincent van Gogh
793,793,The Starry Night by Vincent van Gogh,30472,Vincent van Gogh
794,794,The Starry Night by Vincent van Gogh,24506,Vincent van Gogh
795,795,The Starry Night by Vincent van Gogh,25007,Vincent van Gogh
796,796,The Starry Night by Vincent van Gogh,56915,Vincent van Gogh
797,797,The Starry Night by Vincent van Gogh,17714,Vincent van Gogh
798,798,The Starry Night by Vincent van Gogh,45773,Vincent van Gogh
799,799,The Starry Night by Vincent van Gogh,42659,Vincent van Gogh
800,800,The Weaver by Vincent van Gogh,1726,Vincent van Gogh
801,801,The Weaver by Vincent van Gogh,68036,Vincent van Gogh
802,802,The Weaver by Vincent van Gogh,66358,Vincent van Gogh
803,803,The Weaver by Vincent van Gogh,5526,Vincent van Gogh
804,804,The Weaver by Vincent van Gogh,36144,Vincent van Gogh
805,805,The Weaver by Vincent van Gogh,12071,Vincent van Gogh
806,806,The Weaver by Vincent van Gogh,78316,Vincent van Gogh
807,807,The Weaver by Vincent van Gogh,19130,Vincent van Gogh
808,808,The Weaver by Vincent van Gogh,90397,Vincent van Gogh
809,809,The Weaver by Vincent van Gogh,93919,Vincent van Gogh
810,810,The Weaver by Vincent van Gogh,78476,Vincent van Gogh
811,811,The Weaver by Vincent van Gogh,57559,Vincent van Gogh
812,812,The Weaver by Vincent van Gogh,76417,Vincent van Gogh
813,813,The Weaver by Vincent van Gogh,55528,Vincent van Gogh
814,814,The Weaver by Vincent van Gogh,79766,Vincent van Gogh
815,815,The Weaver by Vincent van Gogh,44055,Vincent van Gogh
816,816,The Weaver by Vincent van Gogh,43486,Vincent van Gogh
817,817,The Weaver by Vincent van Gogh,59051,Vincent van Gogh
818,818,The Weaver by Vincent van Gogh,83741,Vincent van Gogh
819,819,The Weaver by Vincent van Gogh,64425,Vincent van Gogh
820,820,The White Orchard by Vincent van Gogh,2733,Vincent van Gogh
821,821,The White Orchard by Vincent van Gogh,76446,Vincent van Gogh
822,822,The White Orchard by Vincent van Gogh,10159,Vincent van Gogh
823,823,The White Orchard by Vincent van Gogh,68511,Vincent van Gogh
824,824,The White Orchard by Vincent van Gogh,1374,Vincent van Gogh
825,825,The White Orchard by Vincent van Gogh,78421,Vincent van Gogh
826,826,The White Orchard by Vincent van Gogh,60310,Vincent van Gogh
827,827,The White Orchard by Vincent van Gogh,87331,Vincent van Gogh
828,828,The White Orchard by Vincent van Gogh,59311,Vincent van Gogh
829,829,The White Orchard by Vincent van Gogh,92363,Vincent van Gogh
830,830,The White Orchard by Vincent van Gogh,45163,Vincent van Gogh
831,831,The White Orchard by Vincent van Gogh,35199,Vincent van Gogh
832,832,The White Orchard by Vincent van Gogh,42451,Vincent van Gogh
833,833,The White Orchard by Vincent van Gogh,58106,Vincent van Gogh
834,834,The White Orchard by Vincent van Gogh,668,Vincent van Gogh
835,835,The White Orchard by Vincent van Gogh,5725,Vincent van Gogh
836,836,The White Orchard by Vincent van Gogh,91518,Vincent van Gogh
837,837,The White Orchard by Vincent van Gogh,99829,Vincent van Gogh
838,838,The White Orchard by Vincent van Gogh,96347,Vincent van Gogh
839,839,The White Orchard by Vincent van Gogh,80404,Vincent van Gogh
840,840,The Yellow House by Vincent van Gogh,3249,Vincent van Gogh
841,841,The Yellow House by Vincent van Gogh,10176,Vincent van Gogh
842,842,The Yellow House by Vincent van Gogh,27420,Vincent van Gogh
843,843,The Yellow House by Vincent van Gogh,13452,Vincent van Gogh
844,844,The Yellow House by Vincent van Gogh,37757,Vincent van Gogh
845,845,The Yellow House by Vincent van Gogh,7520,Vincent van Gogh
846,846,The Yellow House by Vincent van Gogh,10685,Vincent van Gogh
847,847,The Yellow House by Vincent van Gogh,2790,Vincent van Gogh
848,848,The Yellow House by Vincent van Gogh,39319,Vincent van Gogh
849,849,The Yellow House by Vincent van Gogh,75369,Vincent van Gogh
850,850,The Yellow House by Vincent van Gogh,24145,Vincent van Gogh
851,851,The Yellow House by Vincent van Gogh,39309,Vincent van Gogh
852,852,The Yellow House by Vincent van Gogh,82111,Vincent van Gogh
853,853,The Yellow House by Vincent van Gogh,34739,Vincent van Gogh
854,854,The Yellow House by Vincent van Gogh,68779,Vincent van Gogh
855,855,The Yellow House by Vincent van Gogh,54917,Vincent van Gogh
856,856,The Yellow House by Vincent van Gogh,65982,Vincent van Gogh
857,857,The Yellow House by Vincent van Gogh,61070,Vincent van Gogh
858,858,The Yellow House by Vincent van Gogh,6095,Vincent van Gogh
859,859,The Yellow House by Vincent van Gogh,56510,Vincent van Gogh
860,860,The Zouave by Vincent van Gogh,3755,Vincent van Gogh
861,861,The Zouave by Vincent van Gogh,62884,Vincent van Gogh
862,862,The Zouave by Vincent van Gogh,29896,Vincent van Gogh
863,863,The Zouave by Vincent van Gogh,67918,Vincent van Gogh
864,864,The Zouave by Vincent van Gogh,52696,Vincent van Gogh
865,865,The Zouave by Vincent van Gogh,15482,Vincent van Gogh
866,866,The Zouave by Vincent van Gogh,95673,Vincent van Gogh
867,867,The Zouave by Vincent van Gogh,17063,Vincent van Gogh
868,868,The Zouave by Vincent van Gogh,54452,Vincent van Gogh
869,869,The Zouave by Vincent van Gogh,90013,Vincent van Gogh
870,870,The Zouave by Vincent van Gogh,50968,Vincent van Gogh
871,871,The Zouave by Vincent van Gogh,93159,Vincent van Gogh
872,872,The Zouave by Vincent van Gogh,7473,Vincent van Gogh
873,873,The Zouave by Vincent van Gogh,61791,Vincent van Gogh
874,874,The Zouave by Vincent van Gogh,87380,Vincent van Gogh
875,875,The Zouave by Vincent van Gogh,97087,Vincent van Gogh
876,876,The Zouave by Vincent van Gogh,43632,Vincent van Gogh
877,877,The Zouave by Vincent van Gogh,46799,Vincent van Gogh
878,878,The Zouave by Vincent van Gogh,89773,Vincent van Gogh
879,879,The Zouave by Vincent van Gogh,34383,Vincent van Gogh
880,880,Two Cut Sunflowers by Vincent van Gogh,1257,Vincent van Gogh
881,881,Two Cut Sunflowers by Vincent van Gogh,98648,Vincent van Gogh
882,882,Two Cut Sunflowers by Vincent van Gogh,96391,Vincent van Gogh
883,883,Two Cut Sunflowers by Vincent van Gogh,35514,Vincent van Gogh
884,884,Two Cut Sunflowers by Vincent van Gogh,21846,Vincent van Gogh
885,885,Two Cut Sunflowers by Vincent van Gogh,20507,Vincent van Gogh
886,886,Two Cut Sunflowers by Vincent van Gogh,28802,Vincent van Gogh
887,887,Two Cut Sunflowers by Vincent van Gogh,31276,Vincent van Gogh
888,888,Two Cut Sunflowers by Vincent van Gogh,17707,Vincent van Gogh
889,889,Two Cut Sunflowers by Vincent van Gogh,64035,Vincent van Gogh
890,890,Two Cut Sunflowers by Vincent van Gogh,35147,Vincent van Gogh
891,891,Two Cut Sunflowers by Vincent van Gogh,6630,Vincent van Gogh
892,892,Two Cut Sunflowers by Vincent van Gogh,2420,Vincent van Gogh
893,893,Two Cut Sunflowers by Vincent van Gogh,19855,Vincent van Gogh
894,894,Two Cut Sunflowers by Vincent van Gogh,367,Vincent van Gogh
895,895,Two Cut Sunflowers by Vincent van Gogh,3240,Vincent van Gogh
896,896,Two Cut Sunflowers by Vincent van Gogh,60650,Vincent van Gogh
897,897,Two Cut Sunflowers by Vincent van Gogh,77793,Vincent van Gogh
898,898,Two Cut Sunflowers by Vincent van Gogh,22209,Vincent van Gogh
899,899,Two Cut Sunflowers by Vincent van Gogh,8277,Vincent van Gogh
900,900,Vase with Fifteen Sunflowers by Vincent van Gogh,3205,Vincent van Gogh
901,901,Vase with Fifteen Sunflowers by Vincent van Gogh,31994,Vincent van Gogh
902,902,Vase with Fifteen Sunflowers by Vincent van Gogh,68054,Vincent van Gogh
903,903,Vase with Fifteen Sunflowers by Vincent van Gogh,27815,Vincent van Gogh
904,904,Vase with Fifteen Sunflowers by Vincent van Gogh,64095,Vincent van Gogh
905,905,Vase with Fifteen Sunflowers by Vincent van Gogh,49297,Vincent van Gogh
906,906,Vase with Fifteen Sunflowers by Vincent van Gogh,54142,Vincent van Gogh
907,907,Vase with Fifteen Sunflowers by Vincent van Gogh,87751,Vincent van Gogh
908,908,Vase with Fifteen Sunflowers by Vincent van Gogh,27805,Vincent van Gogh
909,909,Vase with Fifteen Sunflowers by Vincent van Gogh,33586,Vincent van Gogh
910,910,Vase with Fifteen Sunflowers by Vincent van Gogh,29203,Vincent van Gogh
911,911,Vase with Fifteen Sunflowers by Vincent van Gogh,66574,Vincent van Gogh
912,912,Vase with Fifteen Sunflowers by Vincent van Gogh,45911,Vincent van Gogh
913,913,Vase with Fifteen Sunflowers by Vincent van Gogh,3611,Vincent van Gogh
914,914,Vase with Fifteen Sunflowers by Vincent van Gogh,2779,Vincent van Gogh
915,915,Vase with Fifteen Sunflowers by Vincent van Gogh,4689,Vincent van Gogh
916,916,Vase with Fifteen Sunflowers by Vincent van Gogh,61515,Vincent van Gogh
917,917,Vase with Fifteen Sunflowers by Vincent van Gogh,74256,Vincent van Gogh
918,918,Vase with Fifteen Sunflowers by Vincent van Gogh,54336,Vincent van Gogh
919,919,Vase with Fifteen Sunflowers by Vincent van Gogh,91405,Vincent van Gogh
920,920,Vase with Twelve Sunflowers by Vincent van Gogh,2475,Vincent van Gogh
921,921,Vase with Twelve Sunflowers by Vincent van Gogh,89582,Vincent van Gogh
922,922,Vase with Twelve Sunflowers by Vincent van Gogh,21559,Vincent van Gogh
923,923,Vase with Twelve Sunflowers by Vincent van Gogh,22383,Vincent van Gogh
924,924,Vase with Twelve Sunflowers by Vincent van Gogh,30090,Vincent van Gogh
925,925,Vase with Twelve Sunflowers by Vincent van Gogh,88200,Vincent van Gogh
926,926,Vase with Twelve Sunflowers by Vincent van Gogh,1003,Vincent van Gogh
927,927,Vase with Twelve Sunflowers by Vincent van Gogh,56830,Vincent van Gogh
928,928,Vase with Twelve Sunflowers by Vincent van Gogh,92243,Vincent van Gogh
929,929,Vase with Twelve Sunflowers by Vincent van Gogh,18620,Vincent van Gogh
930,930,Vase with Twelve Sunflowers by Vincent van Gogh,34588,Vincent van Gogh
931,931,Vase with Twelve Sunflowers by Vincent van Gogh,70241,Vincent van Gogh
932,932,Vase with Twelve Sunflowers by Vincent van Gogh,96712,Vincent van Gogh
933,933,Vase with Twelve Sunflowers by Vincent van Gogh,92484,Vincent van Gogh
934,934,Vase with Twelve Sunflowers by Vincent van Gogh,50768,Vincent van Gogh
935,935,Vase with Twelve Sunflowers by Vincent van Gogh,51413,Vincent van Gogh
936,936,Vase with Twelve Sunflowers by Vincent van Gogh,43298,Vincent van Gogh
937,937,Vase with Twelve Sunflowers by Vincent van Gogh,76733,Vincent van Gogh
938,938,Vase with Twelve Sunflowers by Vincent van Gogh,29151,Vincent van Gogh
939,939,Vase with Twelve Sunflowers by Vincent van Gogh,62307,Vincent van Gogh
940,940,Vincent's Chair by Vincent van Gogh,1791,Vincent van Gogh
941,941,Vincent's Chair by Vincent van Gogh,29938,Vincent van Gogh
942,942,Vincent's Chair by Vincent van Gogh,48434,Vincent van Gogh
943,943,Vincent's Chair by Vincent van Gogh,97478,Vincent van Gogh
944,944,Vincent's Chair by Vincent van Gogh,73926,Vincent van Gogh
945,945,Vincent's Chair by Vincent van Gogh,23577,Vincent van Gogh
946,946,Vincent's Chair by Vincent van Gogh,47243,Vincent van Gogh
947,947,Vincent's Chair by Vincent van Gogh,83357,Vincent van Gogh
948,948,Vincent's Chair by Vincent van Gogh,77574,Vincent van Gogh
949,949,Vincent's Chair by Vincent van Gogh,17050,Vincent van Gogh
950,950,Vincent's Chair by Vincent van Gogh,77818,Vincent van Gogh
951,951,Vincent's Chair by Vincent van Gogh,48660,Vincent van Gogh
952,952,Vincent's Chair by Vincent van Gogh,96898,Vincent van Gogh
953,953,Vincent's Chair by Vincent van Gogh,33448,Vincent van Gogh
954,954,Vincent's Chair by Vincent van Gogh,77100,Vincent van Gogh
955,955,Vincent's Chair by Vincent van Gogh,72248,Vincent van Gogh
956,956,Vincent's Chair by Vincent van Gogh,6567,Vincent van Gogh
957,957,Vincent's Chair by Vincent van Gogh,85063,Vincent van Gogh
958,958,Vincent's Chair by Vincent van Gogh,62327,Vincent van Gogh
959,959,Vincent's Chair by Vincent van Gogh,1490,Vincent van Gogh
960,960,Wheat Field with Reaper and Sun by Vincent van Gogh,4865,Vincent van Gogh
961,961,Wheat Field with Reaper and Sun by Vincent van Gogh,45510,Vincent van Gogh
962,962,Wheat Field with Reaper and Sun by Vincent van Gogh,33757,Vincent van Gogh
963,963,Wheat Field with Reaper and Sun by Vincent van Gogh,67361,Vincent van Gogh
964,964,Wheat Field with Reaper and Sun by Vincent van Gogh,48620,Vincent van Gogh
965,965,Wheat Field with Reaper and Sun by Vincent van Gogh,6169,Vincent van Gogh
966,966,Wheat Field with Reaper and Sun by Vincent van Gogh,6919,Vincent van Gogh
967,967,Wheat Field with Reaper and Sun by Vincent van Gogh,17589,Vincent van Gogh
968,968,Wheat Field with Reaper and Sun by Vincent van Gogh,67115,Vincent van Gogh
969,969,Wheat Field with Reaper and Sun by Vincent van Gogh,89895,Vincent van Gogh
970,970,Wheat Field with Reaper and Sun by Vincent van Gogh,75870,Vincent van Gogh
971,971,Wheat Field with Reaper and Sun by Vincent van Gogh,7799,Vincent van Gogh
972,972,Wheat Field with Reaper and Sun by Vincent van Gogh,88636,Vincent van Gogh
973,973,Wheat Field with Reaper and Sun by Vincent van Gogh,63587,Vincent van Gogh
974,974,Wheat Field with Reaper and Sun by Vincent van Gogh,14085,Vincent van Gogh
975,975,Wheat Field with Reaper and Sun by Vincent van Gogh,30072,Vincent van Gogh
976,976,Wheat Field with Reaper and Sun by Vincent van Gogh,98671,Vincent van Gogh
977,977,Wheat Field with Reaper and Sun by Vincent van Gogh,95266,Vincent van Gogh
978,978,Wheat Field with Reaper and Sun by Vincent van Gogh,77405,Vincent van Gogh
979,979,Wheat Field with Reaper and Sun by Vincent van Gogh,7696,Vincent van Gogh
980,980,Wheatfield with Crows by Vincent van Gogh,1863,Vincent van Gogh
981,981,Wheatfield with Crows by Vincent van Gogh,47914,Vincent van Gogh
982,982,Wheatfield with Crows by Vincent van Gogh,2206,Vincent van Gogh
983,983,Wheatfield with Crows by Vincent van Gogh,14405,Vincent van Gogh
984,984,Wheatfield with Crows by Vincent van Gogh,58418,Vincent van Gogh
985,985,Wheatfield with Crows by Vincent van Gogh,45140,Vincent van Gogh
986,986,Wheatfield with Crows by Vincent van Gogh,13312,Vincent van Gogh
987,987,Wheatfield with Crows by Vincent van Gogh,22546,Vincent van Gogh
988,988,Wheatfield with Crows by Vincent van Gogh,73681,Vincent van Gogh
989,989,Wheatfield with Crows by Vincent van Gogh,41590,Vincent van Gogh
990,990,Wheatfield with Crows by Vincent van Gogh,15934,Vincent van Gogh
991,991,Wheatfield with Crows by Vincent van Gogh,60561,Vincent van Gogh
992,992,Wheatfield with Crows by Vincent van Gogh,66364,Vincent van Gogh
993,993,Wheatfield with Crows by Vincent van Gogh,37765,Vincent van Gogh
994,994,Wheatfield with Crows by Vincent van Gogh,31187,Vincent van Gogh
995,995,Wheatfield with Crows by Vincent van Gogh,76514,Vincent van Gogh
996,996,Wheatfield with Crows by Vincent van Gogh,2519,Vincent van Gogh
997,997,Wheatfield with Crows by Vincent van Gogh,6200,Vincent van Gogh
998,998,Wheatfield with Crows by Vincent van Gogh,35875,Vincent van Gogh
999,999,Wheatfield with Crows by Vincent van Gogh,29166,Vincent van Gogh
